episode,timestep,reward
79,2000,4.8744
148,4000,4.5538
203,6000,9.0232
270,8000,8.0015
330,10000,11.7079
391,12000,10.859
434,14000,23.2007
472,16000,24.8521
504,18000,45.6799
538,20000,29.8866
