episode,timestep,reward
65,2000,2.8228
126,4000,3.8297
194,6000,5.0533
258,8000,5.3337
310,10000,10.8506
368,12000,9.4329
420,14000,13.2239
462,16000,15.9775
501,18000,23.2212
540,20000,25.1434
570,22000,49.5104
