#{"t_start": 1701743729.560597, "env_id": "PickUpHighLevel-v0"}
r,l,t
-80.400924,100,5.176566
-69.108328,100,8.256663
-61.722977,100,11.487776
-67.429876,100,14.822318
-85.583369,100,18.216034
-78.65142,100,29.348956
-61.543,100,32.461684
-48.608434,100,35.543992
-53.377161,100,38.923272
-66.648032,100,42.031324
-35.652265,100,52.698001
-149.676489,100,55.775872
-34.559448,100,59.057631
-38.07915,100,62.392927
-31.919923,100,65.753441
-37.028156,100,76.687627
-32.064705,100,79.86757
-38.035093,100,83.098756
-37.241985,100,86.237459
-52.3427,100,89.592342
-41.073924,100,100.373855
-26.924354,100,103.659648
-0.179687,1,103.697464
-36.764888,100,107.227777
-48.759085,100,111.055226
-30.151239,100,114.281262
-0.17964,1,114.322175
-29.579543,100,125.514349
-31.960105,100,128.928585
-28.487169,100,132.357393
-45.905433,100,135.635627
-0.220007,1,135.672862
-32.351126,100,139.133914
-23.04939,100,150.108609
-35.26576,100,153.753201
-26.38027,100,157.24674
-34.892544,100,160.715357
-26.829216,100,164.09275
-58.151946,100,174.88944
-92.00364,100,178.496985
-63.656546,100,181.417017
-56.183186,100,184.937711
-0.996064,8,185.233177
-37.049149,100,188.674762
-30.646009,100,199.223412
-36.221322,100,202.058191
-22.687766,100,204.938613
-7.545212,40,206.355288
-69.095402,100,209.786819
-25.000757,100,213.352928
-22.91791,100,224.180884
-38.237462,100,226.996883
-25.081819,100,230.306548
-26.839622,100,233.776069
-0.200294,1,233.811008
-0.209614,1,233.845231
-29.749048,100,237.048521
-22.598796,100,248.317183
-23.084624,100,251.148046
-82.28974,100,254.311005
-20.567825,100,257.568072
-19.238062,100,261.052926
-34.846985,100,272.250895
-0.144687,1,272.277095
-53.534939,100,275.124009
-25.755287,100,278.306175
-62.839525,100,281.507243
-24.133816,100,284.922524
-28.241111,100,295.723019
-2.192704,100,300.267404
-26.924531,100,303.569178
-0.970396,8,303.822402
-33.03313,100,307.345795
-0.180293,1,307.373456
-42.613909,100,310.478703
-25.523077,100,321.368396
-20.301073,100,324.987951
-4.071452,23,325.748542
-18.664822,100,329.238405
-115.960748,100,332.76613
-28.852967,100,335.699879
-9.358634,100,346.541816
-0.187879,1,346.585383
-63.737017,100,350.228581
-25.794023,100,353.780806
-0.201723,1,353.817956
-91.052969,100,356.969017
-16.38976,74,359.088039
-32.297162,100,362.381657
-37.794525,100,373.694695
-27.9278,100,377.161027
-23.707669,100,380.381126
-65.265535,100,383.679159
-17.602888,100,387.252736
-9.899483,52,397.084918
-28.712169,100,400.739599
-27.295259,100,404.251449
-0.180767,1,404.285405
-23.891452,100,407.894811
-54.282275,100,411.417628
-16.763051,100,422.511045
-11.077037,100,426.237053
-49.202618,100,429.709546
-22.253604,100,433.336997
60.907864,100,436.529543
-41.282007,100,439.315036
-0.144557,1,439.342653
-33.678063,100,450.641559
1.6193,100,453.992108
-0.201515,1,454.02388
-25.732802,100,457.205902
-47.103789,100,460.048517
-21.04482,100,462.951553
-18.944851,100,474.036965
-1.994937,100,477.309031
-29.869082,100,480.048111
-22.717487,100,482.738789
-4.848441,21,483.313042
-23.345023,100,486.190473
-21.525849,100,497.188954
-36.360025,100,500.071469
-0.145447,1,500.097472
-23.578477,100,502.838827
-21.519779,100,505.645178
-1.346025,12,505.982239
-78.211154,100,508.954358
-30.803385,100,519.937962
-65.22757,100,522.761235
-39.52095,100,525.493366
-25.291094,100,528.268978
-0.14466,1,528.298941
-32.603444,100,531.708782
-3.507714,100,542.850919
-19.605155,100,545.757931
-0.155429,1,545.789802
-42.292803,100,548.561315
-27.912408,100,551.681391
-20.393204,100,555.092178
-35.241424,100,566.140655
-21.679856,100,568.934531
-24.396017,100,572.044507
-25.723085,100,575.531306
11.113494,100,579.032013
-17.713335,100,590.347559
20.556297,100,593.286391
-40.605794,100,598.287719
2.167529,100,601.725928
-18.589666,100,604.527219
-20.181705,100,615.527407
-10.377551,60,617.581778
-0.18457,1,617.615071
-20.358194,100,621.145572
-24.13433,100,624.22993
-29.847476,100,627.027054
-17.525688,100,637.611967
-20.622256,100,641.138861
-28.276232,100,644.387795
2.70057,46,645.632403
-4.114006,22,646.221119
-19.010739,100,649.002189
-16.372724,100,651.768837
-0.185173,1,651.796107
-20.15684,100,662.632639
-18.028323,100,665.777999
-0.145762,1,665.806223
-15.14728,100,668.548207
5.117669,26,669.260825
-4.231414,30,670.086186
-0.779131,6,670.24956
-14.871326,100,673.121689
2.976684,100,683.664421
-5.793237,100,686.504202
43.981355,100,689.238511
-16.373704,100,692.040345
-25.646884,100,695.006592
123.789094,100,698.274067
-11.073379,72,707.957089
-24.438656,100,710.779104
-28.438984,100,713.645818
-21.644324,100,716.648234
