,original_state,end_state,action,episode
0,"[ 5.04504979e-01  9.84753728e-01 -6.78950399e-02  3.56072932e-02
  1.56148762e-01 -5.24015248e-01  5.23516834e-01 -5.23764610e-01
 -6.50675833e-01  5.23870111e-01 -1.22217739e+00  5.23770511e-01
  5.23225546e-01 -7.09332600e-02  4.09288965e-02 -5.50875515e-02
 -1.33284271e-01 -1.11398563e-01 -2.35843379e-02 -1.21075725e-04
 -6.72128954e-06  2.11729988e-04  5.31308591e-01 -8.07385077e-04
  4.20790202e-05  2.49633158e-04 -1.34990769e-04]","[ 5.0206143e-01  9.8471481e-01 -7.0421934e-02  3.2695226e-02
  1.5591198e-01 -5.2401900e-01  5.2351177e-01 -5.2375048e-01
 -6.2796581e-01  5.2386534e-01 -1.2221729e+00  5.2376544e-01
  5.2322000e-01 -3.5388738e-02  1.6826479e-02 -2.7463231e-02
 -6.5848842e-02 -5.5707276e-02 -9.6837152e-03 -1.2922871e-04
 -9.8953868e-05  1.6001759e-04  3.7739819e-01  1.3000194e-04
  1.9188981e-05 -1.0326362e-04 -5.9945793e-05]","[ 0.02523637 -0.06972575 -0.0826298  -0.00502735 -0.02268106 -0.015903
  0.0478071  -0.08861053]",20.0
0,"[ 5.0206143e-01  9.8471481e-01 -7.0421934e-02  3.2695226e-02
  1.5591198e-01 -5.2401900e-01  5.2351177e-01 -5.2375048e-01
 -6.2796581e-01  5.2386534e-01 -1.2221729e+00  5.2376544e-01
  5.2322000e-01 -3.5388738e-02  1.6826479e-02 -2.7463231e-02
 -6.5848842e-02 -5.5707276e-02 -9.6837152e-03 -1.2922871e-04
 -9.8953868e-05  1.6001759e-04  3.7739819e-01  1.3000194e-04
  1.9188981e-05 -1.0326362e-04 -5.9945793e-05]","[ 5.0050223e-01  9.8467946e-01 -7.2017677e-02  3.0854931e-02
  1.5578108e-01 -5.2400762e-01  5.2350044e-01 -5.2374190e-01
 -6.1331558e-01  5.2387089e-01 -1.2221637e+00  5.2376759e-01
  5.2321553e-01 -3.2869622e-02  1.7501513e-02 -2.8079495e-02
 -6.6675387e-02 -5.5469554e-02 -1.1019555e-02  1.7847249e-04
 -1.4998847e-04  9.9318735e-05  2.0960113e-01  3.5950441e-05
  9.4874042e-05  4.5512537e-05 -3.1391413e-05]","[ 0.02643955 -0.07089251 -0.07872504 -0.00714195 -0.02164286 -0.01926416
  0.04854596 -0.08563697]",21.0
0,"[ 5.0050223e-01  9.8467946e-01 -7.2017677e-02  3.0854931e-02
  1.5578108e-01 -5.2400762e-01  5.2350044e-01 -5.2374190e-01
 -6.1331558e-01  5.2387089e-01 -1.2221637e+00  5.2376759e-01
  5.2321553e-01 -3.2869622e-02  1.7501513e-02 -2.8079495e-02
 -6.6675387e-02 -5.5469554e-02 -1.1019555e-02  1.7847249e-04
 -1.4998847e-04  9.9318735e-05  2.0960113e-01  3.5950441e-05
  9.4874042e-05  4.5512537e-05 -3.1391413e-05]","[ 4.99788821e-01  9.84656632e-01 -7.27420598e-02  3.00172102e-02
  1.55752748e-01 -5.23999929e-01  5.23496389e-01 -5.23736238e-01
 -6.07187867e-01  5.23874342e-01 -1.22214901e+00  5.23786426e-01
  5.23208201e-01 -6.52516447e-03  1.52724411e-03 -5.92518970e-03
 -1.38794435e-02 -1.18053481e-02 -1.05748745e-03 -6.99388111e-05
 -2.04284188e-05  1.13455782e-04  4.27458026e-02  1.49715168e-04
  2.94034980e-04  2.60727975e-04 -7.45310099e-05]","[ 0.03058541 -0.07292688 -0.0760079  -0.00709796 -0.02137911 -0.02136081
  0.04873097 -0.08184081]",22.0
0,"[ 4.99788821e-01  9.84656632e-01 -7.27420598e-02  3.00172102e-02
  1.55752748e-01 -5.23999929e-01  5.23496389e-01 -5.23736238e-01
 -6.07187867e-01  5.23874342e-01 -1.22214901e+00  5.23786426e-01
  5.23208201e-01 -6.52516447e-03  1.52724411e-03 -5.92518970e-03
 -1.38794435e-02 -1.18053481e-02 -1.05748745e-03 -6.99388111e-05
 -2.04284188e-05  1.13455782e-04  4.27458026e-02  1.49715168e-04
  2.94034980e-04  2.60727975e-04 -7.45310099e-05]","[ 4.9989903e-01  9.8466456e-01 -7.2617725e-02  3.0157175e-02
  1.5573329e-01 -5.2399701e-01  5.2349031e-01 -5.2372509e-01
 -6.0827780e-01  5.2388334e-01 -1.2221111e+00  5.2379143e-01
  5.2321231e-01  8.9712907e-03 -1.3090004e-03  9.5265210e-03
  2.3044540e-02  1.9411458e-02  1.0837645e-03 -9.0697373e-05
 -4.5988094e-05  1.5084607e-04 -7.6106519e-02  2.3187230e-04
  6.0533261e-04  2.2552616e-05  5.9227423e-05]","[ 0.03035796 -0.07133305 -0.07080078 -0.00922036 -0.01987171 -0.02488434
  0.04675221 -0.07723349]",23.0
0,"[ 4.9989903e-01  9.8466456e-01 -7.2617725e-02  3.0157175e-02
  1.5573329e-01 -5.2399701e-01  5.2349031e-01 -5.2372509e-01
 -6.0827780e-01  5.2388334e-01 -1.2221111e+00  5.2379143e-01
  5.2321231e-01  8.9712907e-03 -1.3090004e-03  9.5265210e-03
  2.3044540e-02  1.9411458e-02  1.0837645e-03 -9.0697373e-05
 -4.5988094e-05  1.5084607e-04 -7.6106519e-02  2.3187230e-04
  6.0533261e-04  2.2552616e-05  5.9227423e-05]","[ 5.0064248e-01  9.8469073e-01 -7.1851641e-02  3.1042289e-02
  1.5574929e-01 -5.2399272e-01  5.2348208e-01 -5.2371019e-01
 -6.1496097e-01  5.2388316e-01 -1.2220825e+00  5.2379048e-01
  5.2321911e-01  2.8222814e-02 -1.3149294e-02  2.6665572e-02
  6.3933805e-02  5.3248506e-02  9.2364885e-03 -1.6387731e-04
 -1.2062220e-04  2.7645280e-04 -1.8585134e-01  1.1260488e-04
  4.3394082e-04 -1.2488944e-05  5.6708290e-05]","[ 0.03003931 -0.06960154 -0.0673582  -0.01061457 -0.01843834 -0.0276978
  0.04487908 -0.07248002]",24.0
0,"[ 5.0064248e-01  9.8469073e-01 -7.1851641e-02  3.1042289e-02
  1.5574929e-01 -5.2399272e-01  5.2348208e-01 -5.2371019e-01
 -6.1496097e-01  5.2388316e-01 -1.2220825e+00  5.2379048e-01
  5.2321911e-01  2.8222814e-02 -1.3149294e-02  2.6665572e-02
  6.3933805e-02  5.3248506e-02  9.2364885e-03 -1.6387731e-04
 -1.2062220e-04  2.7645280e-04 -1.8585134e-01  1.1260488e-04
  4.3394082e-04 -1.2488944e-05  5.6708290e-05]","[ 5.0203091e-01  9.8472577e-01 -7.0460938e-02  3.2660458e-02
  1.5583228e-01 -5.2398133e-01  5.2347082e-01 -5.2370280e-01
 -6.2770724e-01  5.2386999e-01 -1.2220615e+00  5.2378511e-01
  5.2322483e-01  3.3072606e-02 -1.4758021e-02  3.1165266e-02
  6.9527671e-02  6.0080234e-02  9.1517922e-03  2.5465261e-04
 -1.6762489e-04  3.2944103e-05 -3.2237095e-01 -2.7275202e-04
  9.5371557e-05 -7.6933495e-05  5.9108239e-05]","[ 0.02887034 -0.06821442 -0.06441575 -0.01236516 -0.01791793 -0.03087455
  0.04192817 -0.06747669]",25.0
0,"[ 5.0203091e-01  9.8472577e-01 -7.0460938e-02  3.2660458e-02
  1.5583228e-01 -5.2398133e-01  5.2347082e-01 -5.2370280e-01
 -6.2770724e-01  5.2386999e-01 -1.2220615e+00  5.2378511e-01
  5.2322483e-01  3.3072606e-02 -1.4758021e-02  3.1165266e-02
  6.9527671e-02  6.0080234e-02  9.1517922e-03  2.5465261e-04
 -1.6762489e-04  3.2944103e-05 -3.2237095e-01 -2.7275202e-04
  9.5371557e-05 -7.6933495e-05  5.9108239e-05]","[ 5.0416642e-01  9.8478001e-01 -6.8397559e-02  3.5104837e-02
  1.5587753e-01 -5.2397043e-01  5.2346718e-01 -5.2369547e-01
 -6.4750093e-01  5.2385724e-01 -1.2220387e+00  5.2378380e-01
  5.2322745e-01  4.4101957e-02 -1.8913429e-02  4.0033970e-02
  9.4294466e-02  8.0602705e-02  9.6675912e-03  3.0626514e-04
 -1.6985961e-05  3.1555850e-05 -4.7574440e-01 -2.8869315e-04
  5.8612215e-05 -9.0180256e-06  2.8523136e-05]","[ 0.02897346 -0.06768548 -0.06187248 -0.01250386 -0.01661116 -0.03452134
  0.03968453 -0.0618766 ]",26.0
0,"[ 5.0416642e-01  9.8478001e-01 -6.8397559e-02  3.5104837e-02
  1.5587753e-01 -5.2397043e-01  5.2346718e-01 -5.2369547e-01
 -6.4750093e-01  5.2385724e-01 -1.2220387e+00  5.2378380e-01
  5.2322745e-01  4.4101957e-02 -1.8913429e-02  4.0033970e-02
  9.4294466e-02  8.0602705e-02  9.6675912e-03  3.0626514e-04
 -1.6985961e-05  3.1555850e-05 -4.7574440e-01 -2.8869315e-04
  5.8612215e-05 -9.0180256e-06  2.8523136e-05]","[ 5.0724763e-01  9.8484987e-01 -6.5353170e-02  3.8674634e-02
  1.5589727e-01 -5.2396363e-01  5.2346545e-01 -5.2368414e-01
 -6.7524827e-01  5.2384740e-01 -1.2220081e+00  5.2378255e-01
  5.2322638e-01  7.1994156e-02 -3.0982353e-02  7.0482582e-02
  1.6114816e-01  1.3835171e-01  1.6226448e-02  7.1737151e-05
 -1.5509478e-06  1.4103591e-04 -6.3967443e-01 -1.2316916e-04
  2.8050592e-04 -1.5065085e-05 -1.0269420e-05]","[ 0.02869904 -0.06803048 -0.05942106 -0.01286525 -0.01488692 -0.03847915
  0.03732359 -0.05552119]",27.0
0,"[ 5.0724763e-01  9.8484987e-01 -6.5353170e-02  3.8674634e-02
  1.5589727e-01 -5.2396363e-01  5.2346545e-01 -5.2368414e-01
 -6.7524827e-01  5.2384740e-01 -1.2220081e+00  5.2378255e-01
  5.2322638e-01  7.1994156e-02 -3.0982353e-02  7.0482582e-02
  1.6114816e-01  1.3835171e-01  1.6226448e-02  7.1737151e-05
 -1.5509478e-06  1.4103591e-04 -6.3967443e-01 -1.2316916e-04
  2.8050592e-04 -1.5065085e-05 -1.0269420e-05]","[ 5.1081127e-01  9.8490840e-01 -6.1347425e-02  4.3052163e-02
  1.5600798e-01 -5.2395684e-01  5.2346599e-01 -5.2368146e-01
 -7.1198380e-01  5.2384168e-01 -1.2219726e+00  5.2377087e-01
  5.2322853e-01  8.9069441e-02 -3.9920270e-02  8.9189857e-02
  1.9127339e-01  1.7077172e-01  2.8729742e-02  1.0482925e-04
 -6.5014312e-05  2.5397076e-05 -8.2596952e-01 -8.7343091e-05
  4.1572293e-04 -1.6948972e-04  2.7835178e-05]","[ 0.0260675  -0.06738108 -0.05763632 -0.01305318 -0.0150525  -0.04167861
  0.03634048 -0.04761338]",28.0
0,"[ 5.1081127e-01  9.8490840e-01 -6.1347425e-02  4.3052163e-02
  1.5600798e-01 -5.2395684e-01  5.2346599e-01 -5.2368146e-01
 -7.1198380e-01  5.2384168e-01 -1.2219726e+00  5.2377087e-01
  5.2322853e-01  8.9069441e-02 -3.9920270e-02  8.9189857e-02
  1.9127339e-01  1.7077172e-01  2.8729742e-02  1.0482925e-04
 -6.5014312e-05  2.5397076e-05 -8.2596952e-01 -8.7343091e-05
  4.1572293e-04 -1.6948972e-04  2.7835178e-05]","[ 5.15222013e-01  9.84904051e-01 -5.64640090e-02  4.86332662e-02
  1.56239018e-01 -5.23955762e-01  5.23484409e-01 -5.23687422e-01
 -7.58244872e-01  5.23849964e-01 -1.22192478e+00  5.23760200e-01
  5.23236632e-01  1.01593159e-01 -5.39080463e-02  7.67309219e-02
  1.95454553e-01  1.68201521e-01  3.29042561e-02  5.05724922e-04
  1.81264069e-04 -2.78877211e-04 -1.03118420e+00 -2.40269088e-04
  3.36656114e-04 -1.18787095e-04  1.35438793e-04]","[ 0.02445543 -0.0651195  -0.05738628 -0.00937963 -0.01657373 -0.0444423
  0.03861988 -0.0376808 ]",29.0
0,"[ 5.15222013e-01  9.84904051e-01 -5.64640090e-02  4.86332662e-02
  1.56239018e-01 -5.23955762e-01  5.23484409e-01 -5.23687422e-01
 -7.58244872e-01  5.23849964e-01 -1.22192478e+00  5.23760200e-01
  5.23236632e-01  1.01593159e-01 -5.39080463e-02  7.67309219e-02
  1.95454553e-01  1.68201521e-01  3.29042561e-02  5.05724922e-04
  1.81264069e-04 -2.78877211e-04 -1.03118420e+00 -2.40269088e-04
  3.36656114e-04 -1.18787095e-04  1.35438793e-04]","[ 5.20356059e-01  9.84797001e-01 -5.07146940e-02  5.53476550e-02
  1.56651005e-01 -5.23952842e-01  5.23518324e-01 -5.23698449e-01
 -8.15108776e-01  5.23858249e-01 -1.22187328e+00  5.23767710e-01
  5.23239017e-01  1.07381664e-01 -6.17300011e-02  6.20787777e-02
  2.05256104e-01  1.70581684e-01  3.56284827e-02  8.44490831e-04
  3.78691824e-04 -4.57027170e-04 -1.27130735e+00 -5.08748286e-04
  9.39399833e-05  1.45226411e-04  7.67353049e-05]","[ 0.0269475  -0.06485718 -0.05802739 -0.00334132 -0.01826435 -0.05005985
  0.04096305 -0.02785766]",30.0
0,"[ 5.20356059e-01  9.84797001e-01 -5.07146940e-02  5.53476550e-02
  1.56651005e-01 -5.23952842e-01  5.23518324e-01 -5.23698449e-01
 -8.15108776e-01  5.23858249e-01 -1.22187328e+00  5.23767710e-01
  5.23239017e-01  1.07381664e-01 -6.17300011e-02  6.20787777e-02
  2.05256104e-01  1.70581684e-01  3.56284827e-02  8.44490831e-04
  3.78691824e-04 -4.57027170e-04 -1.27130735e+00 -5.08748286e-04
  9.39399833e-05  1.45226411e-04  7.67353049e-05]","[ 5.2642846e-01  9.8457730e-01 -4.3779541e-02  6.3143812e-02
  1.5717424e-01 -5.2395815e-01  5.2361917e-01 -5.2372712e-01
 -8.8448578e-01  5.2386850e-01 -1.2217726e+00  5.2378780e-01
  5.2323741e-01  1.2932397e-01 -7.5489469e-02  7.2237641e-02
  2.4191305e-01  2.0339121e-01  4.4855367e-02  8.8731345e-04
 -1.0018069e-03 -7.8406691e-04 -1.5441517e+00 -5.6518393e-04
 -1.0128884e-03  2.8104932e-04  4.4353634e-05]","[ 0.03094482 -0.0653578  -0.05906129  0.00485027 -0.02428174 -0.05745989
  0.04267156 -0.0201475 ]",31.0
0,"[ 5.2642846e-01  9.8457730e-01 -4.3779541e-02  6.3143812e-02
  1.5717424e-01 -5.2395815e-01  5.2361917e-01 -5.2372712e-01
 -8.8448578e-01  5.2386850e-01 -1.2217726e+00  5.2378780e-01
  5.2323741e-01  1.2932397e-01 -7.5489469e-02  7.2237641e-02
  2.4191305e-01  2.0339121e-01  4.4855367e-02  8.8731345e-04
 -1.0018069e-03 -7.8406691e-04 -1.5441517e+00 -5.6518393e-04
 -1.0128884e-03  2.8104932e-04  4.4353634e-05]","[ 5.3358698e-01  9.8414952e-01 -3.5546560e-02  7.2227404e-02
  1.5801683e-01 -5.2397346e-01  5.2465165e-01 -5.2376568e-01
 -9.6838486e-01  5.2388936e-01 -1.2218142e+00  5.2379662e-01
  5.2323669e-01  1.8514620e-01 -1.0509100e-01  1.2694122e-01
  3.6911118e-01  2.9001024e-01  6.6251740e-02  4.7833062e-04
  4.2604126e-02 -7.3834625e-04 -1.8393077e+00 -2.4124519e-04
  4.0130058e-04  1.1977648e-04  5.3200580e-05]","[ 0.03166914 -0.06537068 -0.0614711   0.01452553 -0.03210425 -0.0653767
  0.04677248 -0.01476216]",32.0
0,"[ 5.3358698e-01  9.8414952e-01 -3.5546560e-02  7.2227404e-02
  1.5801683e-01 -5.2397346e-01  5.2465165e-01 -5.2376568e-01
 -9.6838486e-01  5.2388936e-01 -1.2218142e+00  5.2379662e-01
  5.2323669e-01  1.8514620e-01 -1.0509100e-01  1.2694122e-01
  3.6911118e-01  2.9001024e-01  6.6251740e-02  4.7833062e-04
  4.2604126e-02 -7.3834625e-04 -1.8393077e+00 -2.4124519e-04
  4.0130058e-04  1.1977648e-04  5.3200580e-05]","[ 5.41241169e-01  9.83516872e-01 -2.65132245e-02  8.18830356e-02
  1.59018159e-01 -5.23954868e-01  5.29628456e-01 -5.23817241e-01
 -1.06947327e+00  5.23898363e-01 -1.22186708e+00  5.23794234e-01
  5.23251116e-01  1.83524385e-01 -9.81630161e-02  1.21201225e-01
  3.35822195e-01  2.12773055e-01  4.92813662e-02  1.41882943e-03
  1.49505049e-01 -9.44721571e-04 -2.22627115e+00 -9.19380982e-04
 -1.68900460e-03  2.34570489e-05  2.79270578e-04]","[ 0.03073061 -0.06146264 -0.06093496  0.02683413 -0.04054844 -0.07418621
  0.05193114 -0.01684535]",33.0
0,"[ 5.41241169e-01  9.83516872e-01 -2.65132245e-02  8.18830356e-02
  1.59018159e-01 -5.23954868e-01  5.29628456e-01 -5.23817241e-01
 -1.06947327e+00  5.23898363e-01 -1.22186708e+00  5.23794234e-01
  5.23251116e-01  1.83524385e-01 -9.81630161e-02  1.21201225e-01
  3.35822195e-01  2.12773055e-01  4.92813662e-02  1.41882943e-03
  1.49505049e-01 -9.44721571e-04 -2.22627115e+00 -9.19380982e-04
 -1.68900460e-03  2.34570489e-05  2.79270578e-04]","[ 5.5015236e-01  9.8288113e-01 -1.6761666e-02  9.0456851e-02
  1.5962875e-01 -5.2395278e-01  5.4168445e-01 -5.2385592e-01
 -1.1907369e+00  5.2389020e-01 -1.2217797e+00  5.2382702e-01
  5.2324402e-01  1.8297656e-01 -9.1914743e-02  1.4733589e-01
  3.2790855e-01  1.5951110e-01  2.9672867e-02  1.2414614e-03
  3.2644057e-01 -7.7057088e-04 -2.6559191e+00 -1.1275986e-03
 -4.2936302e-04  5.4145633e-04  2.2952103e-05]","[ 0.03894687 -0.06432819 -0.06317949  0.03917444 -0.04692    -0.08327562
  0.05099761 -0.02121896]",34.0
0,"[ 5.5015236e-01  9.8288113e-01 -1.6761666e-02  9.0456851e-02
  1.5962875e-01 -5.2395278e-01  5.4168445e-01 -5.2385592e-01
 -1.1907369e+00  5.2389020e-01 -1.2217797e+00  5.2382702e-01
  5.2324402e-01  1.8297656e-01 -9.1914743e-02  1.4733589e-01
  3.2790855e-01  1.5951110e-01  2.9672867e-02  1.2414614e-03
  3.2644057e-01 -7.7057088e-04 -2.6559191e+00 -1.1275986e-03
 -4.2936302e-04  5.4145633e-04  2.2952103e-05]","[ 5.5888510e-01  9.8246288e-01 -8.7582646e-03  9.4607368e-02
  1.6043516e-01 -5.2395332e-01  5.6529218e-01 -5.2389228e-01
 -1.2373565e+00  5.2385277e-01 -1.2218528e+00  5.2388328e-01
  5.2325070e-01  1.5477605e-01 -9.4852991e-02  1.4918834e-01
  2.0745780e-01 -4.6217795e-02 -2.5295785e-02  1.1684935e-03
  6.0581523e-01 -6.8260921e-04  3.6945027e-01 -1.5166358e-03
 -2.1471056e-04  7.4194995e-04  6.3624742e-05]","[ 0.05031061 -0.06243372 -0.06828296  0.05607569 -0.0533942  -0.09219384
  0.04632902 -0.0263477 ]",35.0
0,"[ 5.5888510e-01  9.8246288e-01 -8.7582646e-03  9.4607368e-02
  1.6043516e-01 -5.2395332e-01  5.6529218e-01 -5.2389228e-01
 -1.2373565e+00  5.2385277e-01 -1.2218528e+00  5.2388328e-01
  5.2325070e-01  1.5477605e-01 -9.4852991e-02  1.4918834e-01
  2.0745780e-01 -4.6217795e-02 -2.5295785e-02  1.1684935e-03
  6.0581523e-01 -6.8260921e-04  3.6945027e-01 -1.5166358e-03
 -2.1471056e-04  7.4194995e-04  6.3624742e-05]","[ 5.6390506e-01  9.8283166e-01 -5.9475903e-03  9.3778931e-02
  1.5878303e-01 -5.2392399e-01  5.8866358e-01 -5.2378911e-01
 -1.2221259e+00  5.2376169e-01 -1.2220185e+00  5.2371955e-01
  5.2319711e-01  3.7566531e-02 -1.9716598e-02  5.7287466e-02
  3.8110517e-02 -9.3409598e-02 -5.4142617e-02  3.3338519e-04
  3.2869086e-01  1.5837550e-03  2.2688811e-01 -1.1319566e-03
 -1.9934548e-03 -2.6348287e-03 -5.7219923e-04]","[ 0.00684547 -0.07764393 -0.06629634 -0.02065635 -0.02246511 -0.01879114
  0.02971709 -0.06633461]",36.0
0,"[ 5.6390506e-01  9.8283166e-01 -5.9475903e-03  9.3778931e-02
  1.5878303e-01 -5.2392399e-01  5.8866358e-01 -5.2378911e-01
 -1.2221259e+00  5.2376169e-01 -1.2220185e+00  5.2371955e-01
  5.2319711e-01  3.7566531e-02 -1.9716598e-02  5.7287466e-02
  3.8110517e-02 -9.3409598e-02 -5.4142617e-02  3.3338519e-04
  3.2869086e-01  1.5837550e-03  2.2688811e-01 -1.1319566e-03
 -1.9934548e-03 -2.6348287e-03 -5.7219923e-04]","[ 5.6417543e-01  9.8327744e-01 -6.7684646e-03  9.0776190e-02
  1.5773194e-01 -5.2394581e-01  5.9912241e-01 -5.2372485e-01
 -1.2160857e+00  5.2379549e-01 -1.2220623e+00  5.2367252e-01
  5.2318454e-01 -7.7171154e-02  5.4449033e-02 -3.3265624e-02
 -1.3201894e-01 -1.5026252e-01 -3.5990775e-02 -2.9346914e-04
  8.8349052e-02  6.3861103e-04  1.6387818e-02  6.6580041e-04
 -1.2993268e-04 -1.9123868e-04 -2.8207960e-05]","[ 0.01111317 -0.07894325 -0.07354987 -0.01780754 -0.01629007 -0.02708298
  0.04319108 -0.06703079]",37.0
0,"[ 5.6417543e-01  9.8327744e-01 -6.7684646e-03  9.0776190e-02
  1.5773194e-01 -5.2394581e-01  5.9912241e-01 -5.2372485e-01
 -1.2160857e+00  5.2379549e-01 -1.2220623e+00  5.2367252e-01
  5.2318454e-01 -7.7171154e-02  5.4449033e-02 -3.3265624e-02
 -1.3201894e-01 -1.5026252e-01 -3.5990775e-02 -2.9346914e-04
  8.8349052e-02  6.3861103e-04  1.6387818e-02  6.6580041e-04
 -1.2993268e-04 -1.9123868e-04 -2.8207960e-05]","[ 5.6050372e-01  9.8380899e-01 -1.1711843e-02  8.5051648e-02
  1.5731789e-01 -5.2399522e-01  5.9908032e-01 -5.2369601e-01
 -1.2204766e+00  5.2386802e-01 -1.2220929e+00  5.2371192e-01
  5.2317286e-01 -1.9853455e-01  1.1775068e-01 -1.1302806e-01
 -3.2727203e-01 -2.5185138e-01 -4.6533026e-02 -8.6074922e-04
 -7.5443834e-02  3.1692613e-04 -1.9025017e-01  1.1980557e-03
 -8.6694077e-04  6.3379231e-04 -1.0564962e-04]","[ 0.02053058 -0.08277822 -0.07912564 -0.01690847 -0.01315975 -0.02801949
  0.05147529 -0.06588531]",38.0
0,"[ 5.6050372e-01  9.8380899e-01 -1.1711843e-02  8.5051648e-02
  1.5731789e-01 -5.2399522e-01  5.9908032e-01 -5.2369601e-01
 -1.2204766e+00  5.2386802e-01 -1.2220929e+00  5.2371192e-01
  5.2317286e-01 -1.9853455e-01  1.1775068e-01 -1.1302806e-01
 -3.2727203e-01 -2.5185138e-01 -4.6533026e-02 -8.6074922e-04
 -7.5443834e-02  3.1692613e-04 -1.9025017e-01  1.1980557e-03
 -8.6694077e-04  6.3379231e-04 -1.0564962e-04]","[ 5.58268964e-01  9.83894944e-01 -1.40383421e-02  8.35286155e-02
  1.57405987e-01 -5.24026334e-01  5.92903376e-01 -5.23701608e-01
 -1.22315800e+00  5.23929775e-01 -1.22210371e+00  5.23804903e-01
  5.23162603e-01  5.10906056e-02 -1.55361695e-02 -1.52092129e-02
  4.95706908e-02  1.16651364e-01  2.28585191e-02 -1.92577441e-04
 -1.67531684e-01  7.61883566e-05  3.54660340e-02  4.99181042e-04
 -3.61601036e-04  1.18670124e-03 -4.60450538e-05]","[ 0.03795254 -0.0850687  -0.08298528 -0.0135923  -0.01135689 -0.03142333
  0.05776513 -0.06885535]",39.0
0,"[ 5.58268964e-01  9.83894944e-01 -1.40383421e-02  8.35286155e-02
  1.57405987e-01 -5.24026334e-01  5.92903376e-01 -5.23701608e-01
 -1.22315800e+00  5.23929775e-01 -1.22210371e+00  5.23804903e-01
  5.23162603e-01  5.10906056e-02 -1.55361695e-02 -1.52092129e-02
  4.95706908e-02  1.16651364e-01  2.28585191e-02 -1.92577441e-04
 -1.67531684e-01  7.61883566e-05  3.54660340e-02  4.99181042e-04
 -3.61601036e-04  1.18670124e-03 -4.60450538e-05]","[ 5.57182968e-01  9.83568549e-01 -1.36367204e-02  8.62149894e-02
  1.58031449e-01 -5.24031818e-01  5.81055164e-01 -5.23736179e-01
 -1.22207570e+00  5.23938179e-01 -1.22209060e+00  5.23712635e-01
  5.23184419e-01  1.81307867e-02  1.02987951e-02 -4.93698083e-02
 -1.90692116e-02  1.03439294e-01  3.06215268e-02 -5.03139963e-05
 -3.06372821e-01 -3.85729887e-04  8.03542044e-03 -4.30534237e-05
 -1.55621874e-05 -1.61710579e-03  2.31178856e-04]","[ 0.01008761 -0.078152   -0.08369738 -0.02186489 -0.02097201 -0.03046709
  0.05737615 -0.06138545]",40.0
0,"[ 5.57182968e-01  9.83568549e-01 -1.36367204e-02  8.62149894e-02
  1.58031449e-01 -5.24031818e-01  5.81055164e-01 -5.23736179e-01
 -1.22207570e+00  5.23938179e-01 -1.22209060e+00  5.23712635e-01
  5.23184419e-01  1.81307867e-02  1.02987951e-02 -4.93698083e-02
 -1.90692116e-02  1.03439294e-01  3.06215268e-02 -5.03139963e-05
 -3.06372821e-01 -3.85729887e-04  8.03542044e-03 -4.30534237e-05
 -1.55621874e-05 -1.61710579e-03  2.31178856e-04]","[ 5.5468237e-01  9.8313898e-01 -1.4268422e-02  8.9087866e-02
  1.5905194e-01 -5.2403444e-01  5.6208324e-01 -5.2376187e-01
 -1.2219205e+00  5.2394587e-01 -1.2220867e+00  5.2368021e-01
  5.2318966e-01  9.4842976e-03  1.7046722e-02 -5.2328523e-02
 -1.5071330e-02  1.2359669e-01  5.8557738e-02 -4.4273973e-05
 -4.5139530e-01 -2.1386291e-04  6.5297278e-04  3.0197105e-05
 -7.4276482e-05 -1.7180682e-04  3.1213465e-05]","[ 0.01195574 -0.07750517 -0.08482414 -0.02380329 -0.0232271  -0.03014624
  0.05935919 -0.06308275]",41.0
0,"[ 5.5468237e-01  9.8313898e-01 -1.4268422e-02  8.9087866e-02
  1.5905194e-01 -5.2403444e-01  5.6208324e-01 -5.2376187e-01
 -1.2219205e+00  5.2394587e-01 -1.2220867e+00  5.2368021e-01
  5.2318966e-01  9.4842976e-03  1.7046722e-02 -5.2328523e-02
 -1.5071330e-02  1.2359669e-01  5.8557738e-02 -4.4273973e-05
 -4.5139530e-01 -2.1386291e-04  6.5297278e-04  3.0197105e-05
 -7.4276482e-05 -1.7180682e-04  3.1213465e-05]","[ 5.5115056e-01  9.8249388e-01 -1.5140249e-02  9.3195863e-02
  1.6059600e-01 -5.2403569e-01  5.3566247e-01 -5.2377605e-01
 -1.2219092e+00  5.2394885e-01 -1.2220908e+00  5.2367526e-01
  5.2319980e-01  2.4730120e-02  4.1322935e-02 -9.5313706e-02
 -4.3696236e-02  1.9513613e-01  7.3750496e-02  1.6410715e-05
 -6.0430348e-01 -3.0469058e-05 -2.2620121e-05  1.4130515e-05
 -2.4510728e-04 -5.4376196e-05  7.4447264e-05]","[ 0.01158357 -0.07438117 -0.0851028  -0.02532381 -0.0253728  -0.02986944
  0.06004512 -0.06394351]",42.0
