#{"t_start": 1701402475.906156, "env_id": "ReachWithGripperHighLevel-v0"}
r,l,t
-41.30744,100,4.17307
-58.540183,100,6.764713
-99.216177,100,9.383494
-51.38872,100,12.115872
-60.02191,100,14.658572
-63.254749,100,24.709887
-43.64434,100,27.558106
-55.384446,100,30.260575
-52.975473,100,32.969189
-46.662807,100,35.686848
-59.824369,100,45.590571
-28.494416,100,48.343773
-53.176853,100,51.022972
-42.79337,100,53.820003
-28.954343,100,56.486016
-28.477505,100,66.375122
-32.624061,100,68.81604
-1.529358,14,69.12006
-32.191999,100,71.80124
-45.503524,100,74.407262
-25.184764,100,77.090861
-22.237189,100,87.282957
-33.807133,100,89.67018
-38.317384,100,92.306003
-28.688719,100,94.90742
-25.156542,100,97.321211
-34.476654,100,106.924015
-15.035318,86,109.017125
-29.527279,100,111.722026
-18.7426,87,114.056437
-26.85684,100,116.717558
-13.907406,49,118.016225
-15.54109,71,127.133774
-34.604592,100,129.850116
-20.18669,100,132.653192
-19.637013,100,135.369074
-20.798022,100,138.025092
-23.287011,100,147.881179
-5.145746,36,148.702255
-2.267173,17,149.125495
-16.184741,85,151.108002
-1.655963,11,151.35001
-1.809265,15,151.749474
-31.434446,100,154.571579
-16.378249,100,157.044268
-11.701759,80,158.914966
-0.04839,1,158.938942
-18.531523,100,168.458415
-15.410772,75,170.457981
-16.414562,100,172.769811
-20.080146,100,175.074406
-0.888922,7,175.259424
-16.887395,100,177.687777
-12.759672,80,186.529671
-0.251367,3,186.599122
-6.319884,48,187.791577
-12.156723,78,189.650932
-13.503957,81,191.452094
-4.883112,37,192.241852
-0.86921,8,192.457013
-1.834491,19,192.849381
-9.11854,66,194.244368
-5.319084,42,195.23827
-4.916328,32,196.008069
-9.656878,70,197.760473
-2.242939,19,198.234521
-16.432154,100,207.963447
-16.839547,100,210.421151
-7.32961,57,211.88939
-0.0993,2,211.941861
-14.765721,100,214.553601
-3.406733,23,215.138767
-1.721548,14,215.500991
-5.418432,35,216.35932
-3.254732,20,216.945766
-4.859492,34,217.822351
-2.986764,19,218.323824
-1.293595,10,218.560962
-0.030465,1,218.585318
-1.700737,12,226.144886
-7.540993,43,227.17301
-0.103453,2,227.221431
-5.629196,53,228.409554
-2.976937,28,229.114116
-2.350483,20,229.598102
-1.715189,12,229.906488
-3.576712,26,230.582953
