#{"t_start": 1698874336.341311, "env_id": "AntObstacleLowLevel-v0"}
r,l,t
502.339329,1000,71.874685
490.304995,1000,165.69321
453.64303,1000,259.739643
495.208435,1000,350.393466
527.015577,1000,444.325248
563.252036,1000,535.268164
531.961401,1000,658.144179
544.905831,1000,752.418316
504.413019,1000,841.456628
530.240942,1000,933.522484
509.664141,1000,1022.610411
583.429876,1000,1115.302559
530.056843,1000,1227.902749
509.406252,1000,1317.083802
545.31898,1000,1406.020128
550.076905,1000,1499.773661
582.19444,1000,1602.330607
566.71064,1000,1704.894078
593.513544,1000,1835.897617
652.455967,1000,1939.092185
574.792554,1000,2035.417073
637.475838,1000,2108.645425
501.804077,1000,2194.696601
573.018054,1000,2283.095601
1750.898858,1000,4284.534413
1710.329733,1000,10923.262672
604.04884,1000,11041.855909
555.191275,1000,11136.599185
560.190333,1000,11225.902207
559.503807,1000,11322.398971
639.601033,1000,11420.346192
643.144201,1000,11505.713982
596.01369,1000,11548.418253
1864.382709,1000,11589.778147
655.328879,1000,11631.119877
680.030456,1000,11671.274451
636.615156,1000,11711.27714
632.213146,1000,11764.447231
683.042297,1000,11805.063089
625.364057,1000,11845.823538
719.99734,1000,11888.523576
678.412568,1000,11936.16664
585.231307,1000,11974.714496
653.326987,1000,12031.335796
671.459816,1000,12076.42039
577.170698,1000,12121.55756
707.451192,1000,12165.603785
667.233393,1000,12209.760033
589.264306,1000,12255.676079
598.791035,1000,12303.61685
579.341742,1000,12358.345175
693.034641,1000,12401.132459
1786.848535,1000,12442.827117
1881.536657,1000,12485.847684
729.082765,1000,12529.823454
791.817939,1000,12574.359951
642.684637,1000,12626.535635
736.678469,1000,12667.857076
748.044123,1000,12709.710413
787.325096,1000,12757.182651
1830.591437,1000,12803.343679
1882.860533,1000,12845.869668
774.172243,1000,12899.583558
682.417429,1000,12933.358593
704.353204,1000,12976.981446
719.556243,1000,13025.808852
725.051708,1000,13071.824287
2033.634113,1000,13118.16948
738.043421,1000,13177.005715
726.22604,1000,13223.152738
775.427337,1000,13269.513433
2015.928426,1000,13317.167545
1842.22285,1000,13362.217041
744.873456,1000,13406.394846
725.978563,1000,13449.130549
2029.223239,1000,13504.974498
729.753745,1000,13559.175548
718.07873,1000,13610.129805
1786.699447,1000,13663.142241
728.309745,1000,13711.090918
2137.353997,1000,13758.215008
1988.053688,1000,13814.635539
611.617739,1000,13859.938505
629.175219,1000,13908.558393
729.398387,1000,13957.740619
716.639249,1000,13995.826465
1771.338986,1000,14043.657104
721.795279,1000,14103.897235
2105.046736,1000,14151.360293
1757.521653,1000,14201.563066
701.128703,1000,14250.045899
587.219492,1000,14296.396045
1776.467414,1000,14343.020418
1784.873236,1000,14401.926607
722.929694,1000,14448.939504
718.396262,1000,14500.046531
733.508162,1000,14546.83031
2037.357873,1000,14592.210518
609.288122,1000,14639.708247
1769.92737,1000,14690.154174
624.736882,1000,14748.694314
693.952575,1000,14796.676964
613.122464,1000,14843.480108
661.888542,1000,14890.177585
717.711432,1000,14938.256752
1945.515305,1000,14984.486247
716.140562,1000,15033.937149
637.636582,1000,15080.274298
1913.78996,1000,15126.210728
675.149409,1000,15172.665585
1953.12113,1000,15221.30058
607.753965,1000,15267.565407
664.75733,1000,15324.396507
696.826621,1000,15370.661141
645.189214,1000,15416.709374
594.310862,1000,15462.958165
619.676337,1000,15508.79699
651.625631,1000,15555.281974
2009.720067,1000,15611.384916
1708.478956,1000,15656.335922
1936.953422,1000,15701.66487
610.07198,1000,15746.567972
643.228578,1000,15791.461275
613.226335,1000,15838.241672
1735.751614,1000,15884.639921
