#{"t_start": 1696568420.325266, "env_id": "AntObstacleHighLevel-v0"}
r,l,t
354.954034,1000,37.48903
402.238124,1000,83.682174
454.336773,1000,128.470194
431.067688,1000,172.808792
468.506977,1000,221.284793
517.221603,1000,270.628996
441.989412,1000,329.317639
562.655298,1000,376.418689
513.544543,1000,424.115699
540.657111,1000,472.18914
557.336904,1000,519.41169
606.554113,1000,566.369215
589.641227,1000,626.323077
575.478076,1000,673.101993
569.612543,1000,720.411059
636.140004,1000,767.458108
617.878487,1000,813.834121
644.744855,1000,862.000838
558.359838,1000,920.902565
661.749779,1000,968.465548
598.706665,1000,1015.077468
130.791272,242,1022.454082
601.453676,1000,1069.222335
642.215105,1000,1114.53296
609.791651,1000,1162.040646
636.61187,1000,1222.504214
676.100197,1000,1270.596462
584.499328,1000,1316.979293
662.825703,1000,1365.407394
642.962055,1000,1413.702772
637.877285,1000,1462.15221
651.672737,1000,1510.009478
649.062848,1000,1560.574351
733.430413,1000,1608.503965
670.187726,1000,1655.557076
802.707766,1000,1702.841845
670.208135,1000,1751.498481
682.588635,1000,1799.47795
690.40484,1000,1856.673845
721.893453,1000,1904.617026
623.113827,1000,1953.239846
714.305283,1000,2001.501627
661.844756,1000,2050.707312
631.332835,1000,2099.56381
747.661172,1000,2157.905616
679.329978,1000,2205.830845
709.029903,1000,2253.258207
616.202234,1000,2301.216777
693.575847,1000,2349.954655
717.754146,1000,2399.123685
676.608267,1000,2455.386034
751.922814,1000,2497.565659
821.624757,1000,2539.70462
794.974124,1000,2572.776274
701.497946,1000,2615.1527
749.025837,1000,2659.127674
697.723775,1000,2700.826446
925.482059,1000,2751.161016
714.020557,1000,2795.296164
743.540574,1000,2838.976767
751.581592,1000,2881.227157
706.831622,1000,2923.54519
865.676347,1000,2965.329537
639.175364,1000,3017.841729
718.900748,1000,3060.952156
769.675573,1000,3104.486834
708.676249,1000,3145.644329
746.891404,1000,3187.028586
735.648256,1000,3228.301365
777.23048,1000,3278.419781
719.421398,1000,3319.659889
734.605946,1000,3360.544986
732.344394,1000,3401.583509
753.967488,1000,3442.676857
707.289684,1000,3484.711526
754.924869,1000,3527.481972
757.229475,1000,3569.219017
753.599423,1000,3611.208031
830.050023,1000,3652.783902
716.064849,1000,3694.43306
770.277693,1000,3736.196059
762.660659,1000,3778.365531
810.619943,1000,3830.070588
675.202396,1000,3872.615856
944.961892,1000,3914.231845
723.39191,1000,3955.571607
762.797726,1000,3996.935482
676.253405,1000,4038.559484
784.151066,1000,4089.040846
