#{"t_start": 1698818131.597158, "env_id": "AntObstacleHighLevel-v0"}
r,l,t
672.365198,1000,45.522481
587.559924,1000,97.708218
605.29655,1000,149.950838
568.014756,1000,202.482788
604.379172,1000,255.074626
538.667157,1000,307.961766
537.554017,1000,374.482802
599.265133,1000,426.95015
626.773236,1000,480.253802
564.807362,1000,534.302719
691.959292,1000,587.401
601.829542,1000,640.146681
598.448728,1000,706.682418
564.429917,1000,759.981391
650.580401,1000,812.664779
682.532524,1000,865.079503
1861.671235,1000,917.519643
617.659986,1000,969.527763
655.61436,1000,1034.645152
554.913917,1000,1086.125439
638.216789,1000,1137.58897
1733.646921,1000,1182.238623
703.110342,1000,1234.406558
633.72237,1000,1286.260112
618.85528,1000,1336.333216
559.39047,1000,1395.508898
596.251594,1000,1441.06158
653.198446,1000,1486.721295
548.79481,1000,1532.388098
1979.743798,1000,1575.86471
2059.662409,1000,1621.734221
1987.621827,1000,1681.932693
701.422347,1000,1730.345523
561.3858,1000,1778.167093
697.62331,1000,1826.625473
1982.727675,1000,1874.826787
2150.933502,1000,1923.093241
659.410347,1000,1983.374653
695.281409,1000,2031.747973
2108.922108,1000,2079.765007
1964.99606,1000,2127.83121
676.113719,1000,2175.86413
632.053623,1000,2217.033942
2032.688962,1000,2277.354489
2074.338765,1000,2325.530073
645.754561,1000,2373.748804
695.044521,1000,2421.936294
520.127975,1000,2471.244026
2078.706044,1000,2521.206668
2188.252382,1000,9210.981724
663.085994,1000,11059.712094
524.498424,1000,13122.779003
682.3241,1000,14959.478878
1957.164239,1000,16633.588533
704.045726,1000,18471.07281
621.206247,1000,20307.904075
646.103549,1000,21315.875192
682.989759,1000,23153.591587
712.750326,1000,27135.892206
714.014487,1000,39158.52862
709.636401,1000,40997.594582
649.235478,1000,41039.724132
646.928939,1000,43910.540814
690.326303,1000,45766.081923
2278.010183,1000,45952.986974
2284.11437,1000,46060.097123
638.878325,1000,46159.606664
2172.360995,1000,46262.810863
714.745474,1000,46413.627053
1742.904956,1000,46521.399636
2329.191829,1000,46624.321639
648.355818,1000,46730.841274
635.248818,1000,46834.067401
654.632009,1000,46936.664227
718.883509,1000,47044.971114
645.475825,1000,47182.408672
718.565233,1000,47293.010573
1949.345165,1000,47402.238467
757.916644,1000,47503.814772
678.373869,1000,47602.332058
677.004992,1000,47700.38292
650.007115,1000,47824.764485
2277.223149,1000,47926.219589
1628.253513,1000,48024.564068
2272.346125,1000,48122.6277
608.384257,1000,48209.960498
610.062039,1000,48309.584079
2173.633879,1000,48437.917778
1955.072566,1000,48538.119813
2245.026848,1000,48641.162039
2020.722385,1000,48744.400179
753.140031,1000,48847.32484
725.756977,1000,48949.933974
2259.803863,1000,49078.834886
2150.792016,1000,49177.426794
707.865374,1000,49280.606586
794.447641,1000,50292.918972
1879.856612,1000,52133.544383
2044.14365,1000,52323.624242
2266.768613,1000,52462.801623
564.277164,1000,52603.563112
2019.446347,1000,52707.285435
661.902458,1000,52805.935194
2129.424829,1000,52905.433076
2209.926757,1000,53004.50252
696.543649,1000,53103.84658
703.11119,1000,53213.881872
700.992814,1000,53310.872697
564.292619,1000,53409.938688
2065.210515,1000,53512.448972
2005.320443,1000,53615.370996
2340.537739,1000,53716.22903
674.715207,1000,53844.984467
1841.136803,1000,53947.352616
699.678148,1000,55000.963187
2330.341705,1000,55145.860773
746.485883,1000,55250.188107
647.226909,1000,55350.762903
2215.869441,1000,55478.582282
680.906113,1000,55581.078954
656.552098,1000,55685.578667
2161.200293,1000,55794.277389
2167.247059,1000,55903.094248
1628.037303,1000,56005.658218
2285.494268,1000,56109.06297
