#{"t_start": 1701749538.243715, "env_id": "PickUpHighLevel-v0"}
r,l,t
-34.976275,100,4.212028
-85.377651,100,7.297493
-43.381276,100,10.413111
-48.750708,100,13.443848
-56.571913,100,16.452925
-3.087465,18,24.368207
-0.154774,1,24.398555
-26.317041,100,27.402561
-32.44433,100,30.771387
-35.35444,100,33.903986
-65.073632,100,36.8733
-37.470071,100,39.855257
-29.98177,100,50.319134
-21.788144,100,53.648015
-47.311032,100,56.88025
-57.843809,100,59.773688
-42.224296,100,62.962177
-52.241105,100,73.633251
-15.978469,100,76.883549
-50.856999,100,80.052005
-16.821579,61,81.923369
-56.093444,100,85.098912
-59.642293,100,95.660729
-0.190968,1,95.697582
-20.454464,100,98.944117
-40.935029,100,102.123465
-57.984847,100,105.268953
-33.352132,100,108.139747
-5.139292,32,109.018644
-30.871689,100,119.322443
-45.434115,100,122.48448
-0.159972,1,122.515838
-23.485558,100,125.566849
-28.010777,100,128.445204
-33.287173,100,131.415691
-0.153186,1,131.44454
-38.072947,100,142.270365
-40.780528,100,145.327824
-28.23715,100,148.463265
-0.181161,1,148.491115
-44.781454,100,151.343641
-35.460016,100,154.522204
-30.735636,100,165.2471
-24.175365,100,168.483051
-0.175455,1,168.519396
-31.167164,100,171.732812
-5.733485,22,172.417857
-33.704484,100,175.573914
-35.694287,100,178.458875
-28.045291,100,188.79082
-0.159956,1,188.821429
-23.396115,100,191.986942
-0.178045,1,192.019862
-0.163682,1,192.052364
-23.804137,94,195.014143
-25.594487,100,198.077091
-6.398795,35,199.064734
-40.119441,100,202.004792
-21.701087,100,212.47146
-40.02979,100,215.629869
-3.476631,100,218.444798
-39.244142,100,221.273536
-43.502364,100,224.269538
-70.399345,100,234.863581
-23.107544,100,237.954307
-13.114453,68,239.941461
-124.691245,100,242.883187
-32.695102,100,246.077257
-19.669491,100,256.796346
-21.389326,100,259.923459
-0.165362,1,259.95178
-22.510083,100,262.937854
-27.868806,100,265.967391
-25.345508,100,268.959153
-19.574136,100,271.79075
-36.737341,100,282.484455
-24.939491,100,286.71166
-19.812513,100,289.613025
-0.201314,1,289.643592
39.188242,100,292.565106
-18.227973,100,295.73937
-21.135601,100,306.33278
-23.180793,100,309.338104
-25.748721,100,312.165305
-20.3483,100,315.34674
-23.506676,100,318.629896
-7.705291,40,327.276356
-28.686713,100,330.234864
-20.972115,100,333.297835
-19.848571,100,336.511517
-1.630164,100,339.487825
-22.888491,100,349.917308
-33.691028,100,352.738979
-28.041009,100,355.802324
-26.861759,100,358.832801
-28.175642,100,361.727813
-22.742466,100,364.753052
-0.151495,1,364.785314
-19.335347,100,375.40661
-31.872012,100,378.453595
-19.754555,100,381.282341
-27.121772,100,384.130297
-28.384225,100,387.238548
-0.168277,1,387.268509
-42.070641,100,397.939057
-36.055064,100,400.88612
-22.741862,100,403.831758
-25.094088,100,406.856486
-25.575587,100,409.900819
-23.697442,100,420.127261
-23.08304,100,423.220995
-26.240838,100,426.198515
-17.513972,85,428.476587
-11.317515,100,431.364735
50.751572,100,442.388569
-20.442641,100,445.577378
-22.929177,100,448.65903
-18.305757,100,451.591786
-7.190845,46,452.917826
-18.855368,100,456.101719
-25.670671,100,466.755215
-31.545512,100,469.828047
-21.869446,100,472.699897
-32.451135,100,475.679734
-35.941448,100,478.800075
-18.737651,100,489.174092
-23.897721,100,491.970533
-18.211964,100,494.865942
-20.775462,100,498.248659
-20.675007,100,501.351295
-19.484441,100,511.700629
-20.88089,100,514.562045
-22.218801,100,517.708765
-1.892879,100,520.846744
-19.886029,100,523.958744
-21.11283,100,534.612266
-18.192963,100,537.700871
-29.21418,100,540.757486
-0.143492,1,540.788358
-19.949123,100,543.908647
-9.843423,58,545.769284
-7.745722,43,547.190407
-22.127859,100,557.950222
-19.663794,100,561.0625
-23.891491,100,564.77673
-6.21728,100,567.879357
-1.608761,14,568.319963
-3.48938,100,571.529783
-24.371987,100,582.134332
11.135339,100,585.010355
-0.178227,1,585.038662
-15.35169,100,588.096821
-17.818031,100,591.281757
-0.171026,1,591.320102
-2.08705,14,591.776497
-0.178115,1,591.815516
-0.173652,1,591.850091
-19.429011,100,594.990448
-18.922185,100,605.436446
-0.17779,1,605.463013
-24.465789,100,608.506644
-1.483205,15,608.955898
-21.52539,100,611.9085
-68.21973,100,615.0398
-15.790964,100,618.35738
-22.388354,100,629.093147
-44.840426,100,632.086492
-17.050553,100,634.988158
-19.342121,100,638.087401
-1.354725,12,638.475841
-22.73196,100,641.63803
-32.860804,100,652.069986
-9.990853,61,653.73149
-27.216684,100,656.573854
-0.143801,1,656.605721
-22.465743,100,659.669128
-17.141466,100,662.930184
-29.381186,100,666.070551
-22.255268,100,676.493791
-10.826863,68,678.585191
-10.594592,68,680.701277
-19.366928,100,684.068725
-19.009576,100,687.241368
4.125632,100,697.86929
-0.145834,1,697.901798
-26.337402,100,701.044341
-42.132783,100,704.274659
-21.390153,100,707.527333
-2.839905,17,708.062646
-20.849635,100,711.184303
-2.550608,17,711.777428
-23.234818,100,722.205696
-0.162392,1,722.234423
-0.164335,1,722.264165
-16.820352,100,725.298956
-15.741159,100,728.552089
-22.101261,100,731.763184
-16.910813,100,734.686578
-4.368991,30,735.585963
-41.305516,100,746.261627
-19.879594,100,749.513729
-21.129985,100,752.704156
-19.263252,100,755.742068
-3.544871,21,756.351274
-26.943043,100,759.557768
-3.686695,23,760.325184
-0.148659,1,760.355874
-3.581465,25,768.634568
-17.137674,100,771.936668
-15.963333,100,775.086694
-20.096031,100,778.22729
-17.8311,100,781.315622
-69.898149,100,791.825325
-16.250017,100,795.03217
-19.359175,100,798.443551
5.004311,100,801.698962
14.330499,32,802.671614
-16.89629,100,805.539002
-20.068468,100,815.854656
-28.32392,100,819.034766
-14.410128,100,822.28991
-21.072214,100,825.416112
-6.408658,52,826.942312
-14.020758,100,829.92751
-0.151262,1,829.958609
-15.47418,100,840.508887
-28.351823,100,843.689383
-3.172347,18,844.270208
0.042654,100,847.247782
-23.465916,100,851.082853
-19.337274,100,854.264746
-16.606671,100,864.88393
-16.134244,100,867.952559
-25.043703,100,871.087142
-16.326573,100,873.789286
-7.127959,43,874.947354
-4.28853,28,875.720965
-19.500832,100,886.00752
-6.823462,100,889.178979
-7.039392,57,891.11011
-17.063205,100,894.38825
-38.077554,100,897.716964
-15.429149,100,900.944933
-23.396549,100,911.578836
95.243776,100,914.553083
-18.850242,100,917.625257
-20.497454,100,920.827793
-6.149433,44,922.176405
-40.751082,100,932.813228
-14.841648,100,935.768403
-12.908934,100,938.782555
-13.09849,100,941.896461
5.652415,100,944.863105
15.217136,100,947.981965
-22.255267,100,958.734775
-5.048896,100,961.819876
-0.165555,1,961.849165
-20.360229,100,964.920602
-11.623814,70,967.106465
-0.147837,1,967.137678
-13.915927,100,970.353243
-29.062682,100,981.017564
-1.77326,15,981.499304
-14.169277,100,984.7005
-14.773719,100,987.801903
-14.588888,100,990.906463
-0.181515,1,990.939709
-33.159445,100,994.103171
-6.536415,50,1003.036546
-33.038319,100,1006.082627
-0.172576,1,1006.115548
-20.18822,100,1009.21581
-16.271731,100,1012.281542
-7.085323,100,1015.393644
-15.036238,100,1018.603118
-12.274941,100,1028.842103
-14.439377,100,1031.819089
-0.172212,1,1031.852223
-16.223732,100,1034.987593
-13.079611,100,1038.338358
-15.619558,100,1041.425803
-23.549831,100,1051.576977
-17.70485,100,1054.563274
-1.814699,100,1057.7659
-21.946873,100,1060.909248
-12.408291,100,1064.123605
-1.010482,8,1064.348477
-16.487356,100,1074.677661
-19.523042,100,1077.765013
-3.449459,22,1078.450406
-0.159551,1,1078.483627
-3.080192,25,1079.268493
-0.178568,1,1079.304274
-2.155414,19,1079.907262
-14.368248,100,1082.981199
-0.173652,1,1083.016173
-0.170166,1,1083.047519
-17.408813,100,1086.228425
-8.389605,74,1095.692166
3.972861,42,1097.006026
-1.004912,7,1097.219991
-21.077554,100,1100.536333
-12.773105,100,1103.709902
-21.432844,100,1106.845355
-1.416428,11,1107.175326
-16.180695,100,1110.175564
-0.185626,1,1110.21317
-15.339373,100,1120.566151
-14.828209,100,1123.874713
-15.000502,100,1127.052574
-0.170053,1,1127.085135
-22.765052,100,1130.243224
-0.16053,1,1130.274305
-20.290203,100,1134.310299
-17.767676,100,1144.875564
-8.550373,61,1146.850102
-15.497586,100,1150.12575
-15.093239,100,1153.248272
-17.891779,100,1156.378264
-3.495006,34,1157.454832
-5.136518,33,1158.449169
-21.464591,100,1168.87727
-17.664933,100,1172.048509
-11.885079,100,1175.10408
-15.954418,100,1178.200882
-18.246124,100,1181.2997
-13.562514,100,1191.677053
-17.148895,100,1194.820419
-0.173366,1,1194.849689
-15.35532,100,1197.831019
-15.722591,100,1200.90987
-15.891596,100,1203.909642
-14.779322,100,1214.38657
-17.732589,100,1217.559527
-14.059901,100,1220.485793
-0.456848,5,1220.634011
-53.113137,100,1223.584719
-16.300197,100,1226.554841
-20.089973,100,1237.038164
-0.16042,1,1237.070077
-51.828489,100,1240.092399
-0.182554,1,1240.122041
-16.26936,100,1243.066665
-13.015414,100,1246.075181
-21.51893,100,1249.097343
-6.042754,45,1250.393889
110.679523,100,1260.876812
-20.801634,100,1263.846767
-14.028169,100,1266.747706
-13.725148,100,1269.854038
-8.417161,100,1272.752863
-0.171177,1,1272.781925
-0.622149,7,1272.990682
-0.155349,1,1273.019572
-13.32235,100,1283.809779
-1.702882,13,1284.194875
-31.445388,100,1287.23199
-0.17099,1,1287.266166
-14.154352,100,1290.174738
-12.919861,100,1293.094195
16.90408,100,1296.284393
-9.015104,73,1305.901569
-11.596282,100,1308.893946
-8.776324,100,1311.881226
-1.743151,16,1312.353468
-14.243256,100,1315.286303
-2.971134,100,1318.291504
-12.458185,100,1328.632011
-14.933764,100,1331.572886
-16.41092,100,1334.462991
-12.996112,100,1337.731832
-14.529082,100,1340.739989
-2.853688,100,1351.235518
-0.185412,1,1351.2661
-11.864649,100,1354.183129
88.891137,100,1357.174214
-14.066778,100,1360.024333
-13.0957,100,1363.13542
-8.437847,80,1373.151355
-17.591272,100,1376.142989
249.033371,100,1379.260793
-12.595455,100,1382.258058
-0.197564,1,1382.287958
-12.167758,100,1385.439231
-11.718629,100,1388.543939
-22.997714,100,1399.408006
-13.530705,100,1402.500256
9.531202,100,1405.508563
-11.588758,100,1408.776604
-16.123579,100,1411.947731
-19.405854,100,1423.196349
-5.318865,48,1424.558404
-14.543774,100,1427.471875
-12.512523,100,1430.582999
-34.985302,100,1433.73892
-0.159573,1,1433.77338
-11.417711,100,1444.663098
-11.469469,100,1447.553104
-12.86662,100,1450.580881
-7.066847,60,1452.551471
-13.359001,100,1455.581695
-20.932805,100,1458.755217
185.473969,100,1469.490525
-32.556604,100,1472.354529
