#{"t_start": 1697381819.77191, "env_id": "AntObstacleHighLevel-v0"}
r,l,t
651.917137,1000,143.771928
702.50176,1000,246.185287
717.798363,1000,332.395081
534.91677,1000,414.625709
518.79591,1000,501.810012
526.900034,1000,591.525791
668.030913,1000,690.199667
516.317718,1000,764.703802
582.902995,1000,842.279597
606.134225,1000,919.671652
613.649276,1000,993.558608
555.667451,1000,1067.486481
566.625578,1000,1160.211896
632.107675,1000,1234.465917
613.074197,1000,1308.101926
616.532128,1000,1381.959772
617.495063,1000,1458.880961
593.888992,1000,1536.702946
523.450779,1000,2504.47378
588.39222,1000,2646.453284
581.076477,1000,2739.427042
576.015597,1000,2813.148073
577.813418,1000,2900.187974
725.435424,1000,2992.137154
765.02859,1000,3044.078658
600.136952,1000,3091.93467
537.605059,1000,3130.521036
613.966457,1000,3168.849786
653.331286,1000,3206.982213
622.364677,1000,3245.082669
616.398046,1000,3283.367052
1029.119241,1000,3330.818783
767.424304,1000,3368.829009
760.637758,1000,3406.899485
624.221674,1000,3450.184093
658.302037,1000,3494.447291
599.104605,1000,3538.649829
668.07989,1000,3596.817359
715.261956,1000,3641.927093
673.371328,1000,3683.757481
645.764804,1000,3725.428611
745.397299,1000,3768.607296
591.47758,1000,3803.005343
666.764974,1000,3856.486838
422.716774,1000,3899.804952
590.677656,1000,3938.911831
595.844903,1000,3977.840425
