#{"t_start": 1701651836.97497, "env_id": "PickUpLowLevel-v0"}
r,l,t
-35.902594,100,3.575914
-0.189882,1,3.609624
-91.108761,100,6.326257
-62.148037,100,8.875961
-51.733145,100,11.445467
-48.908628,100,14.091539
-44.086028,100,25.226347
-29.120839,100,27.917571
-29.19579,100,30.591126
-18.629171,100,33.358678
-31.219131,100,35.985981
-29.303577,100,47.416657
-22.525498,100,50.225162
-30.132436,100,53.052165
-19.148344,100,56.002325
-7.885612,48,57.3715
-24.00123,100,68.656953
-15.338998,100,71.6306
-25.022363,100,74.560294
-13.872933,100,77.594082
-16.53355,100,80.673686
-16.255528,100,92.196164
-10.939304,100,95.350588
-20.051144,100,98.320943
-49.132288,100,101.250033
-21.268011,100,104.289774
-21.469884,100,107.276233
-19.420691,100,118.833058
-19.700273,100,121.925047
-19.549442,100,124.901508
-24.714858,100,127.855416
-19.669112,100,131.023762
-21.698361,100,142.933666
-16.183195,100,146.107626
-38.306719,100,149.246397
-17.652039,100,152.377727
-23.658091,100,155.585277
2.337456,100,167.175516
-13.341899,100,170.415578
-37.294302,100,173.514235
-19.16584,100,176.645091
-20.704345,100,179.86731
-24.438515,100,191.351587
-17.199608,100,194.510795
-20.144836,100,197.743953
-64.127778,100,200.960982
-22.386757,100,204.189544
49.265844,100,215.885902
-24.438241,100,218.914641
-21.881401,100,222.151713
2.979972,100,225.244819
-18.778665,100,228.445342
-14.525853,100,239.927085
-22.291671,100,242.991901
-16.224767,100,246.180444
-18.454205,100,249.332394
-0.161104,1,249.362458
-18.670694,100,252.631322
-14.252406,100,264.090036
-16.702928,100,267.2501
-28.312814,100,270.495439
-19.172172,100,273.607122
-19.119364,100,276.932829
-16.828955,100,288.759305
-39.012238,100,291.812355
-10.326048,52,295.208906
-34.812543,100,298.393167
-8.282466,49,299.97399
-18.161933,100,303.106914
-15.533625,100,306.365996
-56.672696,100,317.823773
-0.144162,1,317.858251
-0.176505,1,317.890069
-0.210626,1,317.919976
-16.786324,100,321.147633
-0.162726,1,321.183985
-18.518035,100,324.462572
-20.068007,100,327.723684
-17.84059,100,330.935729
-16.072462,100,342.357641
-15.700492,100,345.657136
-13.704165,100,348.774505
-22.155471,100,351.80621
-15.674099,82,354.345759
7.977522,100,365.811734
-14.104049,100,369.07838
-19.030007,100,372.350366
-22.199331,100,375.483764
-4.567139,100,378.616933
-13.465122,100,390.00336
-23.325661,100,393.14617
-14.882165,100,396.30432
-14.376029,100,399.463978
-17.200599,100,402.812174
-16.951337,100,414.368841
-14.627248,100,417.589496
-17.589945,100,420.800182
-20.569982,100,423.993181
-17.400493,100,427.32885
-9.243349,100,439.151082
-15.52546,100,442.331666
-14.732099,100,445.781664
-74.814833,100,448.930785
-15.18794,100,452.051853
-17.310878,100,464.21115
-7.665312,38,465.367545
-4.803457,44,466.751198
-18.51441,100,469.899287
-17.189275,100,473.093733
-32.002256,100,476.01186
23.997663,100,479.109641
-24.392494,100,490.530248
-24.06962,100,493.215738
-12.233987,100,496.217607
-11.794852,66,498.309374
-14.233826,100,501.396137
-12.747861,100,513.035492
-13.951331,100,515.913316
-23.299696,100,519.139447
-19.288685,100,522.22794
-15.430369,100,525.374996
-5.24857,47,526.704574
-59.01503,100,537.991863
-14.820921,100,540.826812
-17.549474,100,543.927128
-17.641148,100,546.987778
-15.399789,100,550.134002
-16.466909,100,561.647097
-18.995796,100,564.622742
-16.744717,100,567.670285
-80.228578,100,570.662474
-0.145616,1,570.692421
-14.774114,100,573.753276
-19.809654,100,585.047736
-15.816313,100,587.942108
-19.552167,100,591.811829
-17.979456,100,594.85581
-13.699111,100,597.811138
-15.897301,100,609.131185
-20.462261,100,612.060124
-15.824344,100,615.014007
-10.018983,100,618.115625
-1.425095,15,618.560296
-17.956048,100,621.711217
-67.223243,100,633.177034
-0.158389,1,633.205027
-0.165233,1,633.234636
-19.486701,100,636.231713
-17.850945,100,639.281731
-14.494114,100,642.326826
-18.906804,100,645.495054
-14.713208,100,656.932178
-13.917671,100,659.82289
-14.006533,100,663.124209
-0.152115,1,663.155513
-44.213005,100,666.390754
-0.163128,1,666.422906
-16.895383,100,669.946838
-18.940427,100,681.506845
-15.760856,100,684.547439
-12.696898,100,687.850239
-16.282321,100,691.088866
-12.727412,100,694.39186
-15.486254,100,705.928531
-18.073816,100,709.011716
-15.517324,100,712.231409
-8.438014,100,715.507386
-15.228683,100,718.564573
-18.183874,100,721.664193
-21.75096,100,732.994064
-17.945546,100,736.231357
-16.398316,100,739.428956
-1.980292,26,740.225409
-15.9636,100,743.218088
-13.827296,100,754.297649
-13.802704,100,757.487086
-15.25959,100,760.731308
-14.017966,100,763.848106
-14.822778,100,766.874329
-18.28468,100,769.902065
-0.154907,1,769.940519
-19.888016,100,781.370957
-12.714232,100,784.505242
-39.416416,100,787.449051
-0.152122,1,787.4795
-0.189334,1,787.510288
-16.204195,100,790.470413
-17.899162,100,793.44612
-2.978526,27,802.610746
-13.877754,100,805.801743
-0.147919,1,805.832485
-28.867976,100,808.766805
-16.466056,100,811.825689
-12.300282,100,814.897473
13.958507,100,826.396024
-26.176604,100,829.48471
-13.14896,100,832.641352
-17.242909,100,835.781003
-46.016658,100,838.846447
-21.931052,100,841.859039
-12.301451,100,853.231879
-15.270773,100,856.184994
-10.920388,98,859.1585
-10.675357,82,861.816165
-15.609377,100,865.054568
-13.060151,100,876.693396
-0.207898,1,876.722291
-19.005676,100,879.842753
-19.033289,100,883.271691
-14.198297,100,887.609104
13.500128,100,890.774871
74.45844,100,902.272492
-15.656012,100,905.489307
-15.270954,100,908.51534
-17.716047,100,911.639123
-14.349205,100,915.001657
-16.257048,100,926.322472
-0.167807,1,926.349181
-16.597667,100,929.513729
-16.359879,100,932.649975
-37.801783,100,935.834755
-17.436653,100,939.150476
-23.887285,100,951.027109
-46.997937,100,954.094179
-17.10808,100,957.570425
-13.582037,100,960.89344
-19.150244,100,964.142378
-12.451741,100,975.364844
-0.169414,1,975.39572
-13.215124,100,978.451537
-18.436069,100,981.669757
-0.155643,1,981.700583
-0.151101,1,981.732287
-0.145736,1,981.765308
-14.590792,100,984.978862
-16.336774,100,988.123542
-2.810751,100,999.588568
-8.79434,100,1002.702
-0.143896,1,1002.737242
-15.353143,100,1005.981955
-22.072936,100,1009.207187
-17.168109,100,1012.397719
-37.029877,100,1015.383174
-17.408276,100,1026.76846
-8.981397,100,1030.068933
-0.153171,1,1030.09949
-0.149387,1,1030.130641
-17.759291,100,1033.413892
-13.480906,100,1036.324015
62.051211,100,1039.181138
-18.71172,100,1050.755631
-13.989769,100,1053.935474
-0.144945,1,1053.968684
-13.726108,100,1057.257856
-17.425519,100,1060.498973
3.702325,51,1062.293564
-45.115701,100,1073.708649
13.56579,100,1077.076881
-12.095771,100,1080.439773
-16.58213,100,1083.866616
-12.512439,100,1086.970612
-14.246933,100,1098.96919
-17.179911,100,1102.26705
-17.792124,100,1105.390009
-10.691203,100,1108.600858
5.649497,100,1111.6164
-3.419206,26,1112.43493
-15.016279,100,1124.211879
-15.113578,100,1127.259392
-13.95696,100,1130.45665
-49.917517,100,1133.602994
-16.833783,100,1136.67161
-5.175608,43,1138.060972
-16.228558,100,1149.613758
-23.796016,100,1152.754084
-13.761703,100,1155.919511
-12.084093,100,1159.024721
-7.558857,100,1162.222829
-14.345465,100,1173.814679
-0.510255,7,1174.025019
-13.555865,100,1177.05599
