#{"t_start": 1697174058.37412, "env_id": "HumanoidTargetPosHighLevel-v0"}
r,l,t
35.926259,42,0.213063
40.849156,34,0.329317
41.724721,24,0.415631
50.186315,43,0.565296
31.39584,23,0.645789
48.06172,43,0.799362
42.004028,49,0.990755
38.516198,25,1.083856
41.835419,29,1.181348
59.580305,35,1.300327
43.055287,49,1.457689
63.541926,53,1.63213
32.88408,22,1.700399
23.484303,27,1.779216
58.93529,62,2.094146
68.341978,66,2.292214
25.261632,20,2.349905
56.77152,65,2.542766
72.477712,61,2.724654
51.564907,51,2.876987
91.288021,45,3.018556
48.375115,27,3.103315
73.63265,46,3.256125
38.150717,27,3.337909
79.924573,68,3.625463
32.871514,23,3.694478
43.984215,41,3.824138
102.065448,59,4.00721
103.193377,50,4.158993
35.330728,35,4.261968
46.316805,27,4.346231
32.159988,29,4.430493
74.913395,41,4.55745
25.080367,31,4.649112
31.51128,33,4.743634
43.027186,49,4.904883
48.791909,56,5.082086
44.007664,29,5.251749
55.909669,51,5.408485
42.665201,25,5.482383
76.698769,37,5.602153
76.831406,67,5.831356
42.867512,35,5.936187
28.526026,43,6.065474
83.942801,40,6.19873
30.928013,27,6.287512
68.228631,53,6.4606
25.317151,28,6.554182
115.168153,56,6.724369
28.652613,36,6.838309
81.967035,56,7.105985
41.024006,31,7.198346
43.164604,38,7.317492
82.908817,47,7.454466
50.577988,46,7.600861
65.348164,61,7.787291
44.62588,26,7.878328
31.298053,26,7.963004
41.923723,39,8.084148
50.632532,56,8.262414
48.541435,27,8.35283
39.2627,26,8.437567
82.014284,46,8.668131
56.5329,47,8.813946
63.724239,34,8.919659
77.84288,41,9.043944
72.817479,56,9.225592
35.011424,32,9.321077
35.756472,45,9.465837
42.640489,34,9.576933
34.363379,39,9.700071
37.311466,26,9.780479
93.203444,46,9.929912
154.649363,77,10.173928
77.986042,36,10.412193
83.386947,59,10.595644
63.830934,53,10.7749
52.171178,38,10.890256
41.151343,26,10.974928
38.111155,25,11.05969
48.244089,53,11.22989
106.065422,62,11.431809
29.46802,29,11.520056
61.278947,63,11.718785
40.118744,26,11.797449
25.607,20,11.855573
90.964837,63,12.138761
106.569319,48,12.289356
40.006353,28,12.371251
43.346182,51,12.525252
103.109011,69,12.733973
70.761077,36,12.852098
50.395505,51,13.022564
55.398198,57,13.233521
71.373203,38,13.371208
96.716349,56,13.572443
66.430304,54,13.777921
33.496948,32,13.965175
84.952258,50,14.138726
30.06594,22,14.212766
58.198753,58,14.410242
60.370196,59,14.612514
57.86684,58,14.810792
14.681765,17,14.869659
64.651194,63,15.088585
43.591348,47,15.254355
75.577787,45,15.430834
36.815452,24,15.509841
59.924978,33,15.627061
91.074418,50,15.875955
57.197954,44,16.022514
22.380086,28,16.112453
48.050968,35,16.229583
68.519708,52,16.40467
45.763182,55,16.597679
69.777206,69,16.830816
57.341701,53,17.006677
31.109468,37,17.129779
78.225773,38,17.259599
33.916066,28,17.350305
63.829144,41,17.486295
59.642028,32,17.67535
122.966526,67,17.898844
58.503808,53,18.079004
53.110404,37,18.203515
96.693693,46,18.359341
37.849572,24,18.440455
41.144907,49,18.605718
48.714249,55,18.78757
56.162755,37,18.91338
57.85771,47,19.070117
146.041523,90,19.450281
80.057223,38,19.578548
23.178517,25,19.660902
105.62904,51,19.829018
47.357538,35,19.937211
36.064859,25,20.016318
51.378365,45,20.157815
36.526033,25,20.233531
66.541943,41,20.358935
76.982476,51,20.52691
34.3828,43,20.665112
53.197095,39,20.787025
79.773872,51,20.945379
33.361589,24,21.097159
54.954843,53,21.272429
41.651165,26,21.367226
52.552049,47,21.540456
27.102045,20,21.60703
91.798335,57,21.779276
56.586029,54,21.943436
41.947612,32,22.039774
59.952677,30,22.140869
168.475235,89,22.422784
15.721824,17,22.475489
48.258002,27,22.560202
24.774961,20,22.617899
50.907942,47,22.866738
56.924509,40,22.99028
55.284596,51,23.146914
93.916097,59,23.331429
