#{"t_start": 1697350871.0659049, "env_id": "AntTargetPosLowLevel-v0"}
r,l,t
522.243891,1000,24.707733
434.250669,1000,57.453345
467.152878,1000,89.837022
443.20922,1000,122.310951
446.21641,1000,155.493623
506.542683,1000,189.140523
469.00396,1000,224.522139
522.698705,1000,258.934764
531.783207,1000,296.943445
515.225154,1000,334.374696
538.130484,1000,2163.206608
551.247122,1000,4380.151476
450.609515,1000,8169.308775
521.597875,1000,14810.05811
602.988354,1000,14965.712665
470.263326,1000,15053.160711
620.968784,1000,15125.553265
605.855612,1000,15197.003584
587.27726,1000,15286.172372
587.215796,1000,15363.709831
656.899458,1000,15443.276586
564.9554,1000,15503.747345
601.327924,1000,15578.957577
682.995029,1000,15653.994799
477.264856,1000,15725.892193
596.266646,1000,15807.912605
779.035398,1000,15875.408761
721.900017,1000,15941.408984
724.383512,1000,16006.37426
814.381078,1000,16074.172442
875.410096,1000,16144.969967
894.481257,1000,16232.009879
890.361723,1000,16303.246282
958.51669,1000,16377.643185
820.02583,1000,16453.491458
865.20466,1000,16524.89927
1008.242164,1000,16592.184733
991.148191,1000,16669.973453
996.985499,1000,16733.785662
1079.70999,1000,16797.601301
1098.584054,1000,16861.522606
1173.504918,1000,16925.342519
1139.395738,1000,16974.167854
1060.559368,1000,17051.634794
1054.846997,1000,17115.603675
998.836773,1000,17179.479037
1159.38768,1000,17243.451863
