#{"t_start": 1697947551.680902, "env_id": "AntTargetPosLowLevel-v0"}
r,l,t
476.30396,1000,28.626489
435.384974,1000,66.695251
453.05205,1000,102.663926
497.61905,1000,137.61888
460.591408,1000,171.930092
531.417254,1000,204.405917
391.39603,1000,245.174711
476.327539,1000,277.547925
410.221979,1000,311.835095
461.868328,1000,344.366143
503.391657,1000,375.41584
372.278567,1000,406.273228
460.728051,1000,442.582506
603.196732,1000,475.635744
607.74943,1000,509.230883
527.124145,1000,541.782172
545.580805,1000,577.390869
577.193691,1000,612.529149
507.816716,1000,657.207193
649.849673,1000,691.589199
592.653029,1000,726.373234
607.487148,1000,750.895406
726.667797,1000,783.672323
570.01141,1000,817.844903
589.759697,1000,851.336815
632.281652,1000,892.501723
765.679564,1000,926.819493
680.64047,1000,961.756382
722.301214,1000,996.360271
915.29244,1000,1030.550701
815.149979,1000,1066.029073
936.752418,1000,1110.098534
976.42437,1000,1145.640331
953.478203,1000,1181.055274
1041.53732,1000,1218.324521
1049.48937,1000,1255.608411
1048.82527,1000,1293.657457
1101.828085,1000,1339.101097
876.050829,1000,1376.878344
900.042306,1000,1413.442086
1084.522765,1000,1445.829098
1226.986881,1000,1479.573182
1155.345671,1000,1503.941931
1225.515647,1000,1545.147189
1118.762582,1000,1579.1412
1167.821214,1000,1612.584256
1223.846651,1000,1645.681377
1290.856582,1000,1678.548197
1241.633714,1000,1712.609716
1219.826612,1000,1746.101245
1316.333639,1000,1786.098249
1222.212672,1000,1821.8068
1158.618402,1000,1857.754448
1119.966211,1000,1893.467258
1394.723452,1000,1928.674577
1309.926687,1000,1963.795455
1456.097192,1000,2004.596053
1179.591016,1000,2037.22608
1367.657386,1000,2069.215186
1379.068539,1000,2103.597863
1385.897269,1000,2138.464157
1431.653793,1000,2171.54698
