#{"t_start": 1701402293.299575, "env_id": "ReachWithGripperLowLevel-v0"}
r,l,t
-53.114683,100,3.700152
-27.320289,100,5.989573
-57.469792,100,8.383055
-32.923109,100,10.692316
-31.779584,100,13.184522
-30.27121,100,23.847345
-31.694547,100,26.307408
-55.108212,100,28.96674
-38.500819,100,31.193224
-27.905589,100,33.547022
-22.490244,70,43.521357
-18.119671,100,45.88858
-20.242488,100,48.346813
-25.246702,100,50.93211
-23.466389,100,53.23866
-31.734899,100,63.719119
-30.097191,100,66.054252
-31.3737,100,68.47431
-23.733543,100,70.872732
-22.691917,100,72.953531
-2.793446,19,73.326617
-21.009649,97,83.278042
-0.3452,4,83.378594
-23.278162,100,85.634087
-10.273045,63,86.923502
-7.940067,52,88.117254
-26.112804,100,90.142401
