#{"t_start": 1697080357.1229708, "env_id": "HumanoidTargetPosLowLevel-v0"}
r,l,t
123.908712,62,0.233866
211.961822,66,0.381596
162.15269,54,0.494283
259.081584,84,0.677127
149.526758,54,0.811229
234.838631,75,0.996723
173.480536,61,1.126551
277.006619,110,1.496809
168.021419,70,1.66864
193.850137,65,1.828189
290.880429,114,2.078703
174.640591,59,2.208965
320.917605,104,2.449413
246.0718,78,2.712332
157.23002,50,2.816362
177.668996,68,2.955608
244.662602,81,3.136067
219.175342,75,3.30416
205.269565,71,3.460094
116.376902,62,3.60125
168.981016,55,3.738455
83.967763,41,3.92034
155.754835,59,4.042514
208.130963,68,4.186871
214.48347,89,4.376806
117.389745,49,4.533568
266.107644,89,4.775712
134.883034,47,4.883686
190.284491,60,5.017415
249.480166,84,5.286806
217.929677,70,5.444151
165.12958,54,5.559658
258.481824,81,5.738226
155.256542,59,5.869416
201.467706,78,6.093377
182.433784,65,6.231674
188.375529,68,6.462128
165.840559,61,6.592271
186.573464,57,6.709137
254.526679,84,6.887763
230.468952,74,7.042566
83.435549,73,7.191749
229.287231,74,7.351979
175.850958,63,7.486226
243.575932,80,7.759043
126.14927,44,7.865502
171.165621,60,7.991794
234.656841,78,8.160685
221.630453,68,8.298127
146.267543,49,8.39445
208.17108,85,8.582957
151.967565,58,8.817659
178.657988,63,8.955276
168.649373,66,9.114668
229.961181,72,9.299139
208.461864,77,9.458829
180.66163,66,9.590524
282.088639,104,9.797844
167.671152,65,10.012063
221.713115,83,10.186631
208.648792,70,10.330526
161.117541,62,10.450869
244.127703,76,10.605933
179.727384,60,10.723963
266.480526,88,10.903136
179.638843,64,11.033821
251.091543,78,11.272168
201.963149,63,11.400061
239.053256,86,11.571469
126.263645,46,11.664636
126.187377,88,11.84657
184.98308,63,12.002041
211.194735,75,12.182976
160.139834,56,12.381963
385.882629,138,12.724562
222.769704,69,12.915805
112.350279,56,13.039499
103.969386,52,13.164681
65.884288,38,13.267152
177.664065,59,13.420837
157.207493,59,13.556111
206.099606,66,13.767106
223.750685,85,13.9401
183.106586,63,14.06778
242.679224,76,14.216262
159.540522,61,14.339776
76.493676,50,14.441032
160.551587,53,14.550068
150.945778,55,14.670483
232.031359,78,14.963965
272.375254,87,15.149688
171.267871,61,15.281942
242.252885,88,15.497278
210.646014,71,15.679532
167.467437,56,15.834313
121.997024,53,15.999236
133.112581,64,16.314147
212.004655,66,16.481788
208.965946,70,16.629075
144.078246,49,16.728928
218.149073,68,16.865958
197.355123,64,16.994149
199.028476,72,17.137244
170.065587,72,17.280221
222.077818,72,17.51269
155.373929,55,17.620765
170.288709,68,17.757714
145.400669,51,17.859464
248.513816,108,18.07696
255.742701,84,18.245863
191.797697,68,18.388124
193.006698,70,18.628502
271.885362,90,18.821488
229.491338,70,18.962695
173.735697,77,19.120803
155.259561,60,19.239933
221.045931,84,19.411399
104.818623,45,19.503839
206.652256,82,19.761968
185.397339,60,19.947451
60.871507,33,20.049468
175.797311,65,20.206408
191.227204,69,20.364853
236.861742,73,20.547136
197.716126,72,20.725338
206.446887,68,20.909586
138.617551,53,21.124273
251.024195,84,21.326287
207.043102,66,21.491043
204.374525,72,21.678047
189.447115,65,21.826575
172.918782,66,21.987443
296.927039,98,22.338091
256.498197,90,22.743185
241.073027,91,23.017784
186.55896,62,23.185648
176.420263,62,23.335633
139.217922,50,23.465995
100.500949,48,23.616987
204.159151,78,23.807766
152.862965,50,23.93348
148.639517,49,24.145148
190.050982,60,24.298937
192.98661,82,24.501441
167.396458,69,24.714559
186.875693,61,24.900912
223.61878,78,25.114538
131.196586,60,25.283957
207.910931,76,25.623103
177.394645,68,25.811492
354.968056,139,26.188128
197.705557,72,26.375726
175.556179,75,26.573702
151.7671,57,26.72784
244.382912,89,26.970085
164.462419,67,27.226821
195.15482,74,27.431622
43.905656,28,27.526567
187.091359,62,27.693038
200.942631,64,27.864022
182.40423,59,27.995837
202.879197,64,28.13639
156.940748,70,28.298589
176.028513,64,28.539011
241.999894,94,28.805399
144.354497,63,28.984367
149.422396,51,29.117692
186.142287,66,29.27498
205.947676,68,29.447832
69.852916,37,29.536129
220.975066,70,29.706592
37.772503,27,29.859983
209.891151,70,30.029599
137.516572,53,30.28515
251.786035,76,30.716133
164.314461,58,31.021151
199.984101,79,31.298192
162.014598,66,31.482131
177.228465,59,31.646596
126.538838,62,31.966751
210.251625,68,32.145596
145.758328,54,32.292046
391.040067,152,32.702382
110.462994,43,32.819135
154.071031,58,32.972593
211.605513,68,33.16953
191.937023,65,33.467035
217.901286,69,33.645276
231.962766,77,33.869802
284.873686,94,34.120227
147.683754,53,34.267133
117.628364,53,34.4069
161.962891,60,34.551889
236.542332,79,34.757095
162.157758,60,34.992591
89.579153,47,35.112323
219.044939,74,35.30315
87.767287,39,35.405192
157.545783,65,35.570046
184.843614,64,35.73693
113.859164,47,35.860639
164.402332,62,36.015122
133.453349,50,36.134782
188.443869,65,36.381013
228.166993,69,36.557436
76.001066,38,36.662773
170.894926,58,36.859311
165.312343,59,37.018108
189.502048,60,37.163617
158.323688,59,37.310196
205.293871,65,37.479012
148.415724,56,37.626545
195.977331,62,37.873236
163.275729,56,38.033138
138.237984,55,38.188465
102.000416,43,38.303189
13.966466,18,38.360324
210.559501,67,38.528
218.949238,74,38.692995
262.039879,84,38.88081
177.376754,63,39.10472
215.448472,80,39.284045
181.068275,60,39.41914
139.077775,49,39.525553
133.421607,50,39.634621
133.871388,49,39.744159
202.415569,68,39.922563
268.954698,83,40.134155
98.517897,55,40.268264
301.740674,102,40.702165
61.301026,33,40.794103
161.066328,59,40.961503
225.526123,72,41.139391
191.885621,63,41.33331
228.87077,71,41.520482
184.321955,60,41.679995
86.488274,43,41.818485
251.606297,88,42.134177
211.590968,69,42.326712
169.70852,57,42.515972
164.271867,63,42.719157
181.910042,65,42.94
162.791853,70,43.128358
163.407784,55,43.291878
158.197901,52,43.439973
210.224222,78,43.733746
228.492055,71,43.926385
181.657732,66,44.105296
149.752707,59,44.272614
139.707582,80,44.476524
220.98706,70,44.657427
189.458847,62,44.825537
108.03646,46,45.073463
275.765465,96,45.502268
82.628695,36,45.628473
156.450227,57,45.7974
178.788757,61,45.962435
299.847298,104,46.241242
233.079429,87,46.494606
251.340808,86,46.859524
105.867694,51,47.007732
198.457037,69,47.19947
143.65291,60,47.35695
216.092298,82,47.561753
252.150853,84,47.774891
134.865355,57,47.950082
169.717869,59,48.106338
234.576968,112,48.482767
152.143272,54,48.622076
306.928326,95,48.867388
197.638165,62,49.028196
238.671682,78,49.22888
243.39469,78,49.43672
220.869098,73,49.710121
185.673487,82,49.935411
242.134616,82,50.150946
111.857919,44,50.271173
155.929417,63,50.438535
147.075695,57,50.593438
176.856695,69,50.807497
187.114781,68,50.998007
123.513985,50,51.213829
302.087619,101,51.499596
139.49252,52,51.652857
266.997901,115,51.98742
207.961537,70,52.185182
195.801273,62,52.408122
144.107016,56,52.573121
221.088218,78,52.908658
112.425824,53,53.056077
57.282708,33,53.152438
198.152505,70,53.365472
192.550246,62,53.533842
224.492692,68,53.719922
198.843916,71,53.925195
245.193567,76,54.135279
36.345675,24,54.204249
168.339312,60,54.460727
128.177588,50,54.595905
137.73004,54,54.73636
251.606533,83,54.952967
169.851475,58,55.111853
186.935775,63,55.278671
185.200316,60,55.434301
289.128647,96,55.690492
227.052191,68,55.957883
152.700295,55,56.11379
203.947207,70,56.310544
163.889547,59,56.504723
196.072684,60,56.659553
203.618872,76,56.842214
128.341296,48,56.96161
222.924934,75,57.177824
87.830591,47,57.412008
149.076705,48,57.601969
154.168178,59,57.844797
128.179284,47,58.036604
163.913501,58,58.204912
193.889139,75,58.426688
147.551081,53,58.573656
153.851696,58,58.722891
149.520793,73,58.913823
137.605299,53,59.140498
182.562264,85,59.376333
158.842373,58,59.536484
150.164487,69,59.725314
198.407535,66,59.912608
207.050005,69,60.117764
16.32974,18,60.164949
162.055712,64,60.346894
160.311662,53,60.58645
155.178399,54,60.741322
264.76533,84,60.993572
175.549581,61,61.168582
184.234896,68,61.377653
97.236259,40,61.487207
175.214347,68,61.6939
212.26461,71,61.898095
213.357392,70,62.19146
107.682312,50,62.355909
200.589425,65,62.538491
263.115928,84,62.777851
39.254508,24,62.847203
150.838432,55,63.001991
199.818717,97,63.272735
192.902266,62,63.45762
255.437052,81,63.767866
196.215938,80,63.974676
151.740292,54,64.12856
186.203721,65,64.322621
157.174011,54,64.466611
121.681115,46,64.604834
159.874309,53,64.795566
135.896113,55,64.982357
101.40261,46,65.11273
214.333642,65,65.363677
183.589046,61,65.51202
165.974022,55,65.65243
124.514712,50,65.795656
166.472281,58,65.97586
163.774874,54,66.15302
182.605089,55,66.314027
256.24499,79,66.539197
275.621059,86,66.921544
101.49902,55,67.106915
251.405441,75,67.320079
185.712119,61,67.48908
173.083657,59,67.646109
251.193848,88,67.871035
161.848322,58,68.011331
224.684885,73,68.18763
161.647379,54,68.413587
197.402752,65,68.581166
195.474265,64,68.747634
269.062945,91,68.983311
176.856939,68,69.156915
202.623655,70,69.327712
211.215432,69,69.531768
226.362205,76,69.81657
183.272393,58,69.971595
247.719442,78,70.197625
151.777919,54,70.353389
171.680212,55,70.508423
178.358413,76,70.739636
137.00451,53,70.904609
212.680366,69,71.134359
165.474652,60,71.41648
193.656206,60,71.56535
144.793356,55,71.687264
142.409513,63,71.830443
145.708238,53,71.953652
166.053349,57,72.087031
116.64389,53,72.237117
291.723489,89,72.467509
137.325332,55,72.588414
189.676737,67,73.010699
147.768543,55,73.180773
156.768617,56,73.345419
171.188111,58,73.506009
199.992239,77,73.721289
226.912554,73,73.949187
189.193716,61,74.362204
95.084659,45,74.498158
145.527124,53,74.817859
157.064863,54,75.113405
190.387524,70,75.417812
183.2106,68,75.678136
208.025366,69,75.897634
212.215257,84,76.157591
189.45826,86,76.38959
179.968374,65,76.688614
224.565934,73,76.891921
164.74805,55,77.04042
135.200244,58,77.202601
186.081779,64,77.396089
33.215558,25,77.464528
242.998631,92,77.722846
262.826702,84,77.949105
178.194205,58,78.201683
163.688963,54,78.361341
173.926062,57,78.525251
275.553427,87,78.751
205.577707,69,78.939467
229.76312,75,79.135058
123.889176,54,79.286029
180.112186,67,79.458506
128.677339,49,79.691877
202.096308,70,79.879375
147.784213,57,80.044311
133.04196,47,80.163758
163.653918,53,80.303955
213.60894,69,80.49899
206.83282,67,80.686408
150.950258,53,80.842639
139.03601,50,80.980234
166.668848,55,81.219133
224.403368,78,81.428652
170.038239,63,81.597391
210.54504,75,81.793188
143.300503,50,81.925994
261.020038,86,82.152112
33.027453,26,82.2194
169.553479,59,82.377342
168.168395,57,82.536469
107.364712,39,82.727212
157.861136,56,82.88123
211.028317,65,83.078172
237.483264,78,83.287249
147.3403,49,83.413867
294.829382,93,83.659021
112.102082,53,83.797734
186.737849,67,84.005659
200.877829,67,84.268851
155.492148,54,84.410487
125.965174,52,84.551451
246.931194,82,84.78299
159.794597,55,84.945464
104.515655,46,85.103317
184.339349,63,85.312598
109.330613,59,85.51429
159.467198,52,85.682389
188.465436,61,85.960998
188.095249,64,86.436016
91.614549,41,86.599578
161.562153,59,86.767886
145.697088,48,86.977472
229.299044,75,87.175621
256.424811,103,87.453164
179.762637,57,87.603615
181.670588,65,87.85705
191.865935,60,88.008942
176.387761,62,88.175523
303.919405,103,88.450097
150.243481,55,88.58664
158.014635,59,88.731807
238.43209,92,88.96224
