episode,timestep,reward
4825,196000,262.2797
4856,198000,274.1412
4886,200000,275.4949
4914,202000,294.6367
4949,204000,256.7193
4976,206000,314.3351
5006,208000,287.4458
5038,210000,264.7291
5069,212000,267.4621
5103,214000,253.8156
5134,216000,271.1599
5166,218000,269.9121
5198,220000,269.4689
5229,222000,266.7989
5261,224000,262.029
5295,226000,251.4919
5325,228000,282.5906
5357,230000,265.4908
5386,232000,294.4141
5415,234000,283.2418
5446,236000,280.8203
5475,238000,277.2258
5505,240000,280.7488
5535,242000,277.6425
5565,244000,278.7331
5595,246000,284.4746
5627,248000,259.636
5658,250000,269.582
5689,252000,284.0918
5720,254000,273.2989
5748,256000,309.5101
5778,258000,280.6465
5809,260000,280.3494
5838,262000,291.9247
5869,264000,280.8434
5899,266000,285.8426
5929,268000,289.3814
5959,270000,294.4785
5990,272000,275.7425
6017,274000,309.1486
6048,276000,278.9515
6078,278000,285.7452
6106,280000,305.9554
6136,282000,288.5822
6165,284000,289.6005
6194,286000,293.6222
6224,288000,286.631
6253,290000,282.0912
6284,292000,280.8447
6315,294000,278.9609
6345,296000,287.1278
6372,298000,319.3886
6403,300000,274.2793
6433,302000,290.3986
6463,304000,278.6906
6493,306000,288.7868
6522,308000,284.9015
6552,310000,286.9461
6582,312000,282.4474
6610,314000,292.9509
6641,316000,274.8818
6670,318000,287.5525
6701,320000,261.3988
6731,322000,287.0201
6760,324000,286.7846
6788,326000,297.2987
6818,328000,284.1933
6846,330000,300.8589
6874,332000,293.4835
6903,334000,287.14
6933,336000,275.7113
6962,338000,294.1761
6992,340000,272.5596
7021,342000,291.7242
7050,344000,284.5258
7079,346000,296.2799
7105,348000,315.6928
7132,350000,303.9731
7158,352000,325.2962
7186,354000,301.4384
7213,356000,299.137
7243,358000,286.8
7271,360000,291.0422
7301,362000,274.5472
7331,364000,280.5426
7358,366000,316.3256
7383,368000,328.8861
7411,370000,291.6395
7440,372000,293.0194
7469,374000,288.4847
7496,376000,303.5698
7521,378000,339.6703
7547,380000,311.6666
7574,382000,303.2674
7601,384000,293.6144
7631,386000,278.5743
7658,388000,299.7447
7686,390000,303.4147
7713,392000,297.4228
7745,394000,261.9268
7773,396000,292.1499
7801,398000,284.6838
7830,400000,280.74
7858,402000,297.6438
7886,404000,291.1716
7914,406000,286.0557
7943,408000,287.4363
7972,410000,283.1184
8002,412000,272.8243
8029,414000,302.0154
8057,416000,282.9018
8085,418000,283.4734
8113,420000,308.1633
8142,422000,277.1431
8172,424000,270.1564
8202,426000,274.0163
8228,428000,303.0575
8256,430000,294.8884
8287,432000,279.323
8314,434000,295.829
8343,436000,290.3643
8372,438000,276.0357
8400,440000,291.6453
8425,442000,314.4394
8454,444000,281.6898
8481,446000,305.7937
8511,448000,280.906
8539,450000,290.3524
8566,452000,299.658
8593,454000,299.9177
8622,456000,297.4695
8652,458000,270.0926
8684,460000,258.9492
8712,462000,285.6055
8742,464000,276.4907
8770,466000,294.9648
8800,468000,270.7643
8830,470000,275.8874
8857,472000,308.1645
8884,474000,295.91
8912,476000,293.908
8941,478000,284.4482
8968,480000,298.8833
8997,482000,272.8965
9025,484000,297.2404
9051,486000,315.4105
9082,488000,258.6798
9110,490000,287.2699
9138,492000,292.8761
9166,494000,292.6507
9196,496000,276.795
9225,498000,287.2702
9252,500000,294.1139
9282,502000,283.425
9308,504000,313.6126
9335,506000,305.241
9363,508000,300.843
9392,510000,286.9068
9419,512000,309.1075
9448,514000,289.2046
9474,516000,320.3809
9503,518000,295.0104
9530,520000,306.8413
9558,522000,287.5051
9586,524000,293.2643
9613,526000,311.5871
9639,528000,314.2828
9666,530000,305.9983
9696,532000,289.6211
9726,534000,278.4141
9754,536000,287.7214
9783,538000,292.3391
9811,540000,294.1737
9838,542000,306.8168
9865,544000,310.936
9890,546000,320.3199
9920,548000,277.9115
9948,550000,291.8356
9974,552000,307.5312
10001,554000,322.5327
10028,556000,308.5925
10054,558000,315.2139
10081,560000,302.0987
10109,562000,289.7183
10138,564000,288.2552
10164,566000,324.0401
10189,568000,323.9634
10218,570000,285.9231
10245,572000,304.2834
10273,574000,303.1891
10301,576000,289.8308
10330,578000,290.7225
10357,580000,308.4863
10386,582000,282.0713
10411,584000,320.863
10440,586000,285.009
10469,588000,281.6875
10498,590000,286.2763
10524,592000,315.9863
10550,594000,309.1584
10577,596000,305.9547
10603,598000,317.002
10632,600000,283.2508
10661,602000,289.5256
10686,604000,305.9519
10714,606000,303.5661
10744,608000,275.3199
10772,610000,297.6689
10798,612000,311.105
10827,614000,287.8539
10856,616000,293.6015
10886,618000,267.2938
10914,620000,294.323
10940,622000,323.3481
10967,624000,297.893
10996,626000,285.3272
11024,628000,282.3369
11056,630000,266.157
11083,632000,291.6891
11111,634000,290.0284
11138,636000,312.2746
11166,638000,293.8161
11194,640000,296.7757
11222,642000,293.91
11249,644000,313.8266
11278,646000,279.6879
11307,648000,281.6664
11335,650000,287.4028
11363,652000,290.8692
11393,654000,281.3725
11422,656000,284.7439
11449,658000,287.6044
11476,660000,309.3759
11502,662000,309.7179
11531,664000,293.5698
11556,666000,323.0212
11584,668000,284.3225
11611,670000,299.6458
11636,672000,325.3408
11663,674000,299.981
11690,676000,305.6558
11716,678000,317.062
11744,680000,297.3331
11772,682000,281.8644
11802,684000,286.6483
11830,686000,290.9365
11858,688000,300.5657
11886,690000,300.2727
11914,692000,284.558
11940,694000,319.8108
11967,696000,305.1883
11995,698000,295.9584
12022,700000,302.0442
12052,702000,280.1406
12079,704000,300.5483
12106,706000,297.5408
12134,708000,297.4719
12160,710000,313.4681
12186,712000,321.6086
12214,714000,280.0803
12238,716000,342.9121
12268,718000,279.5833
12295,720000,293.913
12324,722000,283.331
12352,724000,287.6702
12378,726000,308.6816
12405,728000,296.9599
12432,730000,313.3677
12460,732000,286.7924
12486,734000,306.1472
12514,736000,292.3553
12541,738000,296.6403
12569,740000,293.5886
12596,742000,296.3217
12623,744000,301.3146
12652,746000,290.2137
12677,748000,312.236
12705,750000,294.7013
12731,752000,313.2713
12758,754000,311.7856
12785,756000,297.1071
12811,758000,316.4196
12839,760000,299.75
12868,762000,275.2745
12896,764000,294.5186
12921,766000,343.1548
12947,768000,306.3405
12974,770000,304.5325
13000,772000,308.1685
13027,774000,311.0693
13054,776000,306.3864
13080,778000,317.5448
13106,780000,323.7721
13131,782000,333.1347
13159,784000,289.1938
13186,786000,304.9153
13213,788000,309.1825
13242,790000,281.7908
13269,792000,302.8547
13296,794000,298.2295
13324,796000,291.6048
13351,798000,308.6454
13376,800000,333.2489
13402,802000,315.2407
13432,804000,275.3278
13458,806000,307.4653
13486,808000,292.7105
13511,810000,319.0353
13539,812000,285.5243
13565,814000,320.6204
13591,816000,306.6714
13619,818000,298.9387
13643,820000,339.0569
13669,822000,307.1043
13693,824000,330.9132
13722,826000,280.3135
13749,828000,302.2611
13776,830000,308.6215
13804,832000,289.0855
13833,834000,290.3521
13860,836000,301.0049
13886,838000,315.6281
13912,840000,315.028
13939,842000,299.7805
13967,844000,293.5312
13994,846000,303.5105
14023,848000,280.9895
14048,850000,323.0688
14074,852000,314.0872
14101,854000,302.9878
14127,856000,323.3971
14152,858000,327.7456
14178,860000,321.0351
14204,862000,303.9563
14230,864000,305.7886
14257,866000,312.4594
14284,868000,303.4213
14311,870000,313.2695
14339,872000,295.2087
14368,874000,282.5913
14394,876000,304.1292
14424,878000,270.4359
14450,880000,313.7363
14476,882000,302.6013
14503,884000,302.0966
14531,886000,290.7198
14558,888000,302.743
14583,890000,327.8534
14609,892000,299.1325
14635,894000,317.6798
14660,896000,316.0773
14689,898000,297.9774
14717,900000,289.095
14741,902000,328.8744
14769,904000,302.4541
14796,906000,297.888
14821,908000,322.8882
14845,910000,335.404
14871,912000,321.8947
14898,914000,309.5468
14924,916000,306.2594
14951,918000,303.4957
14976,920000,311.8018
15004,922000,282.0463
15031,924000,312.6877
15057,926000,309.602
15085,928000,286.7595
15112,930000,301.3725
15138,932000,315.2972
15166,934000,283.8172
15189,936000,338.1013
15215,938000,323.4522
15240,940000,317.3837
15268,942000,298.4901
15294,944000,310.2839
15319,946000,308.3519
15343,948000,352.0203
15368,950000,333.6271
15394,952000,311.1977
15421,954000,295.9046
15447,956000,310.731
15473,958000,307.3006
15501,960000,291.7425
15526,962000,316.4242
15553,964000,296.8026
15580,966000,300.2228
15608,968000,286.94
15634,970000,314.756
15661,972000,301.6447
15685,974000,334.3853
15710,976000,325.5376
15740,978000,272.7464
15767,980000,297.4377
15795,982000,285.7708
15821,984000,305.9787
15848,986000,314.6503
15873,988000,325.468
15901,990000,285.1622
15928,992000,306.275
15955,994000,286.7834
15979,996000,346.5436
16004,998000,318.2607
16030,1000000,321.3398
16057,1002000,307.9125
16083,1004000,300.0412
16108,1006000,334.1367
16133,1008000,335.0991
16158,1010000,332.6802
16182,1012000,335.8407
16209,1014000,300.0733
16235,1016000,315.4058
16261,1018000,319.5099
16287,1020000,308.7966
16315,1022000,290.6886
16342,1024000,303.0168
16365,1026000,363.1425
16390,1028000,324.2664
16415,1030000,323.253
16442,1032000,310.6306
16468,1034000,319.3679
16492,1036000,342.8958
16517,1038000,329.6966
16543,1040000,303.968
16569,1042000,319.8411
16594,1044000,319.2425
16619,1046000,317.9886
16645,1048000,311.4885
16670,1050000,331.222
16695,1052000,325.7482
16721,1054000,316.3195
16746,1056000,320.8281
16773,1058000,304.5471
16798,1060000,314.2881
16825,1062000,295.4774
16851,1064000,311.717
16876,1066000,319.443
16903,1068000,310.8621
16929,1070000,314.7761
16954,1072000,312.6052
16979,1074000,335.513
17004,1076000,326.5807
17029,1078000,321.5109
17057,1080000,304.7948
17085,1082000,287.231
17110,1084000,325.2102
17137,1086000,306.3489
17163,1088000,322.989
17188,1090000,326.6853
17215,1092000,285.1078
17240,1094000,339.1186
17266,1096000,304.0767
17293,1098000,302.6058
17321,1100000,290.2389
17345,1102000,329.2334
17368,1104000,336.464
17395,1106000,312.9904
17420,1108000,322.4406
17446,1110000,313.1121
17473,1112000,287.8937
17499,1114000,307.8643
17526,1116000,305.7855
17554,1118000,289.6148
17581,1120000,290.0193
17608,1122000,311.1349
17632,1124000,345.3718
17658,1126000,308.7374
17686,1128000,287.6809
17714,1130000,288.6685
17740,1132000,306.5435
17764,1134000,341.7521
17793,1136000,278.5765
17823,1138000,280.8947
17851,1140000,285.9751
17876,1142000,325.786
17903,1144000,298.1901
17928,1146000,313.5373
17953,1148000,338.2769
17979,1150000,314.0447
18007,1152000,287.6929
18032,1154000,325.8167
18056,1156000,348.327
18083,1158000,293.0758
18109,1160000,309.3577
18136,1162000,292.2837
18162,1164000,312.7744
18188,1166000,317.3911
18212,1168000,333.8421
18240,1170000,289.2845
18265,1172000,324.7997
18292,1174000,302.7722
18318,1176000,318.1902
18343,1178000,318.2834
18368,1180000,304.875
18395,1182000,323.4728
18422,1184000,308.709
18448,1186000,311.4488
18474,1188000,311.6346
18498,1190000,331.1301
18525,1192000,306.2684
18551,1194000,315.8963
18579,1196000,282.1952
18607,1198000,301.4553
18634,1200000,306.2015
18661,1202000,298.7768
18688,1204000,303.2525
18713,1206000,320.3079
18737,1208000,334.8147
18765,1210000,289.6249
18791,1212000,309.0634
18816,1214000,323.27
18842,1216000,305.8051
18869,1218000,303.1185
18894,1220000,320.7473
18920,1222000,322.7926
18945,1224000,330.9654
18972,1226000,291.9936
18999,1228000,296.4555
19028,1230000,282.5633
19057,1232000,286.7931
19084,1234000,301.7987
19110,1236000,321.4764
19137,1238000,303.092
19163,1240000,320.8726
19189,1242000,316.6725
19214,1244000,312.3153
19241,1246000,312.8584
19267,1248000,313.9185
19296,1250000,268.3724
19322,1252000,325.8506
19348,1254000,324.4639
19374,1256000,320.3186
19402,1258000,287.1362
19428,1260000,313.6687
19456,1262000,306.9934
19484,1264000,301.8832
19510,1266000,312.4612
19537,1268000,316.9045
19565,1270000,298.3195
19592,1272000,293.1932
19619,1274000,306.0067
19646,1276000,315.0247
19673,1278000,302.3087
19699,1280000,313.6816
19727,1282000,312.5201
19753,1284000,310.365
19779,1286000,311.1806
19804,1288000,336.7995
19827,1290000,352.7059
19855,1292000,298.0067
19879,1294000,336.0898
19904,1296000,329.0465
19931,1298000,303.8249
19958,1300000,305.9835
19986,1302000,296.5304
20011,1304000,318.6593
20037,1306000,312.2592
20065,1308000,314.058
20092,1310000,298.4671
20119,1312000,310.2525
20143,1314000,324.507
20170,1316000,307.5964
20197,1318000,311.2324
20223,1320000,304.531
20249,1322000,328.2125
20275,1324000,315.8575
20302,1326000,304.739
20327,1328000,337.5534
20352,1330000,308.8905
20378,1332000,315.8806
20406,1334000,294.3687
20435,1336000,293.4008
20463,1338000,297.215
20489,1340000,321.1482
20513,1342000,337.0998
20537,1344000,340.4738
20564,1346000,305.233
20590,1348000,324.7601
20617,1350000,298.1596
20644,1352000,300.0191
20671,1354000,298.5587
20699,1356000,299.701
20724,1358000,309.3957
20750,1360000,318.1492
20776,1362000,315.1701
20803,1364000,307.1626
20831,1366000,299.7499
20857,1368000,317.7312
20886,1370000,284.4084
20911,1372000,320.4218
20939,1374000,306.4293
20966,1376000,302.913
20993,1378000,298.0145
21021,1380000,291.4832
21049,1382000,289.6361
21076,1384000,310.9892
21100,1386000,340.8979
21125,1388000,331.5175
21151,1390000,318.713
21177,1392000,311.892
21205,1394000,290.247
21231,1396000,323.1153
21257,1398000,306.5409
21284,1400000,298.7361
21311,1402000,304.381
21337,1404000,311.7681
21362,1406000,315.0387
21389,1408000,317.2348
21418,1410000,284.4818
21443,1412000,322.9737
21471,1414000,286.4455
21499,1416000,292.5207
21527,1418000,291.067
21552,1420000,334.3634
21579,1422000,309.755
21605,1424000,311.6965
21633,1426000,287.9554
21661,1428000,298.779
21687,1430000,314.8933
21711,1432000,336.5542
21738,1434000,300.3106
21764,1436000,314.6672
21791,1438000,312.1439
21817,1440000,312.8213
21841,1442000,330.0607
21868,1444000,303.4837
21893,1446000,326.672
21917,1448000,325.9586
21941,1450000,349.3634
21968,1452000,310.6526
21992,1454000,336.6722
22018,1456000,318.0846
22042,1458000,328.714
22068,1460000,320.1545
22095,1462000,302.2495
22121,1464000,315.2552
22147,1466000,309.5152
22176,1468000,283.3889
22201,1470000,325.0431
22227,1472000,314.6291
22255,1474000,291.556
22283,1476000,293.742
22310,1478000,302.0802
22338,1480000,293.1745
22363,1482000,332.5493
22389,1484000,311.6643
22414,1486000,322.7963
22440,1488000,323.0705
22468,1490000,297.7759
22492,1492000,320.0167
22517,1494000,341.331
22544,1496000,298.1039
22571,1498000,302.6673
22597,1500000,301.4632
22624,1502000,320.4554
22651,1504000,294.4426
22677,1506000,317.1429
22701,1508000,352.7289
22727,1510000,316.8204
22754,1512000,303.678
22781,1514000,310.5801
22808,1516000,312.3722
22835,1518000,309.5608
22861,1520000,313.7461
22889,1522000,292.3245
22914,1524000,321.5277
22942,1526000,296.51
22970,1528000,289.0335
22996,1530000,322.1607
23022,1532000,326.5718
23048,1534000,307.8096
23076,1536000,288.7857
23101,1538000,327.1503
23129,1540000,294.6708
23154,1542000,336.2878
23180,1544000,301.3218
23208,1546000,301.7422
23235,1548000,303.3469
23261,1550000,311.8484
23288,1552000,301.6443
23313,1554000,321.5452
23339,1556000,314.8813
23367,1558000,311.5258
23391,1560000,336.13
23420,1562000,288.0177
23448,1564000,296.3184
23474,1566000,303.6205
23502,1568000,300.2064
23529,1570000,296.8733
23555,1572000,314.5207
23583,1574000,303.9152
23606,1576000,348.3503
23631,1578000,347.8364
23656,1580000,327.3198
23683,1582000,312.9475
23711,1584000,293.6918
23739,1586000,287.0968
23766,1588000,311.2521
23794,1590000,297.343
23820,1592000,308.805
23846,1594000,317.0231
23872,1596000,314.4759
23898,1598000,318.2947
23927,1600000,289.1006
23953,1602000,320.3599
23978,1604000,339.7336
24005,1606000,299.0369
24034,1608000,295.5404
24058,1610000,335.2014
24085,1612000,307.9447
24111,1614000,314.4889
24137,1616000,313.3647
24163,1618000,316.8517
24188,1620000,337.3152
24216,1622000,288.5546
24242,1624000,324.8086
24268,1626000,317.5107
24294,1628000,318.1033
24323,1630000,284.159
24349,1632000,318.3179
24375,1634000,301.872
24402,1636000,308.2885
24427,1638000,329.2646
24454,1640000,298.2183
24483,1642000,298.5482
24509,1644000,314.0626
24537,1646000,293.1403
24565,1648000,294.6267
24592,1650000,293.0074
24619,1652000,311.7245
24644,1654000,321.2882
24672,1656000,301.182
24698,1658000,308.3711
24722,1660000,335.18
24749,1662000,306.7352
24775,1664000,322.9914
24803,1666000,291.9032
24831,1668000,289.5352
24857,1670000,313.4997
24885,1672000,292.4129
24911,1674000,314.6056
24935,1676000,348.5363
24959,1678000,318.9268
24988,1680000,306.4018
25013,1682000,319.7635
25037,1684000,352.0361
25064,1686000,304.1613
25089,1688000,333.867
25115,1690000,313.1935
25144,1692000,279.8251
25170,1694000,308.5079
25197,1696000,309.8025
25223,1698000,309.3257
25248,1700000,330.3064
25274,1702000,328.2627
25299,1704000,321.5444
25327,1706000,285.3752
25354,1708000,312.8345
25380,1710000,315.6217
25406,1712000,316.725
25430,1714000,352.2547
25455,1716000,326.2876
25483,1718000,295.4143
25511,1720000,291.6547
25536,1722000,337.6988
25562,1724000,319.0277
25588,1726000,316.242
25614,1728000,307.5423
25641,1730000,304.3864
25667,1732000,316.7732
25692,1734000,336.3351
25717,1736000,316.5133
25744,1738000,290.6378
25770,1740000,335.1471
25795,1742000,327.1291
25820,1744000,326.5553
25847,1746000,307.4787
25874,1748000,306.2676
25899,1750000,322.8645
25926,1752000,319.5498
25953,1754000,309.4043
25979,1756000,325.5842
26006,1758000,296.0972
26030,1760000,351.1115
26055,1762000,313.6309
26081,1764000,329.3886
26109,1766000,297.2753
26137,1768000,303.0733
26161,1770000,329.2938
26188,1772000,305.3496
26215,1774000,309.0072
26244,1776000,284.6005
26272,1778000,293.5341
26300,1780000,292.4503
26326,1782000,323.2958
26353,1784000,304.1179
26379,1786000,311.95
26406,1788000,306.5101
26432,1790000,325.2198
26459,1792000,307.7717
26485,1794000,326.3836
26511,1796000,314.2983
26542,1798000,269.7093
26571,1800000,283.7682
26599,1802000,297.6749
26624,1804000,327.4589
26648,1806000,341.1274
26674,1808000,315.4122
26700,1810000,332.5771
26726,1812000,302.9493
26752,1814000,331.6165
26775,1816000,351.13
26802,1818000,316.7039
26826,1820000,350.1894
26855,1822000,290.1308
26880,1824000,333.3205
26907,1826000,301.2734
26934,1828000,306.2004
26961,1830000,298.8276
26989,1832000,305.4536
27017,1834000,302.2043
27045,1836000,298.8232
27071,1838000,315.5415
27098,1840000,288.127
27125,1842000,307.5655
27151,1844000,305.9501
27180,1846000,290.6864
27206,1848000,322.1402
27232,1850000,310.3289
27259,1852000,294.6668
27285,1854000,324.159
27313,1856000,311.099
27340,1858000,302.1865
27365,1860000,323.9698
27391,1862000,323.8652
27416,1864000,327.492
27444,1866000,295.7936
27469,1868000,327.79
27493,1870000,334.7912
27520,1872000,301.331
27548,1874000,305.1904
27578,1876000,279.6884
27604,1878000,306.6635
27631,1880000,311.104
27659,1882000,297.8101
27687,1884000,282.7779
27716,1886000,304.8209
27741,1888000,327.4124
27765,1890000,335.6073
27791,1892000,313.9405
27817,1894000,332.5131
27844,1896000,301.1501
27870,1898000,323.3916
27898,1900000,283.9737
27923,1902000,325.3727
27947,1904000,358.2209
27973,1906000,305.1001
28001,1908000,293.019
28028,1910000,300.8719
28052,1912000,343.6735
28079,1914000,296.6739
28104,1916000,323.5047
28133,1918000,287.3734
28160,1920000,297.2111
28185,1922000,316.1559
28212,1924000,306.3373
28237,1926000,320.4521
28264,1928000,319.089
28290,1930000,305.6858
28316,1932000,315.8925
28342,1934000,314.7124
28369,1936000,303.0492
28396,1938000,313.3033
28424,1940000,290.4634
28451,1942000,306.1367
28479,1944000,295.7918
28508,1946000,287.1436
28532,1948000,346.1167
28559,1950000,297.6637
28585,1952000,314.9254
28611,1954000,313.1416
28637,1956000,313.0812
28665,1958000,294.5262
28691,1960000,319.2756
28715,1962000,333.4202
28740,1964000,321.4792
28765,1966000,336.5266
28792,1968000,296.4756
28818,1970000,305.4631
28847,1972000,292.9855
28877,1974000,271.9531
28904,1976000,300.2032
28933,1978000,278.8353
28960,1980000,310.4514
28985,1982000,319.8961
29012,1984000,297.6187
29040,1986000,298.7192
29066,1988000,311.7593
29094,1990000,297.0315
29121,1992000,299.4273
29146,1994000,333.6889
29172,1996000,300.9924
29198,1998000,321.2441
29224,2000000,323.4061
