#{"t_start": 1696815387.795224, "env_id": "AntTargetPosHighLevel-v0"}
r,l,t
336.084695,1000,38.828335
419.559266,1000,82.877953
402.068659,1000,127.624218
581.239833,1000,166.093689
632.050793,1000,203.50476
453.079002,1000,241.044234
750.148399,1000,286.127485
636.825963,1000,323.518205
711.454622,1000,360.868806
546.59903,1000,398.249433
695.597548,1000,435.836379
918.209935,1000,474.917445
820.819668,1000,528.120385
916.287904,1000,571.753857
845.823298,1000,616.099176
1000.754352,1000,659.496419
445.502518,1000,703.019017
727.15831,1000,747.12405
909.652275,1000,799.575275
869.618958,1000,841.667531
809.726306,1000,884.714086
1055.544245,1000,919.728477
988.294726,1000,962.52064
948.659599,1000,1007.032153
