#{"t_start": 1701666375.3816729, "env_id": "PickAndPlaceHighLevel-v0"}
r,l,t
-56.158471,100,3.709509
-35.365192,100,6.339733
-75.792584,100,9.072796
-55.979992,100,11.912903
-82.428962,100,14.766866
-81.346293,100,24.876171
-53.429621,100,27.772709
-70.745949,100,30.566558
-44.923245,100,33.569996
-61.222391,100,36.307599
-56.449314,100,46.165181
-45.423332,100,48.973459
-75.545037,100,51.91454
-38.707362,100,54.953724
-38.801541,100,57.716933
-28.647207,100,67.80128
-37.620606,100,70.621989
-85.220212,100,73.755878
-44.039709,100,76.665159
-41.511557,100,79.523066
-35.740679,100,89.65263
-29.916409,100,92.710146
-29.999562,100,95.694622
-29.487921,100,98.647086
-34.405427,100,101.703625
-24.257979,100,112.036725
-23.171174,100,115.162138
-34.426454,100,118.082112
-32.392931,100,121.067054
-36.827278,100,124.27515
-28.056477,100,134.342238
-24.236517,100,137.215653
-29.162254,100,140.080199
-34.52715,100,143.176831
-27.951702,100,146.295366
-51.759808,100,156.117251
-45.746176,100,159.03861
-23.612592,100,162.024587
-28.797261,100,165.280577
-28.486009,100,168.141177
-5.845157,36,169.192693
-30.009649,100,179.025597
-26.214983,100,181.98442
-28.855598,100,185.162984
-54.089786,100,188.056096
-42.424742,100,190.825405
-36.975322,100,201.046822
-53.59229,100,204.259074
-3.3372,18,204.844971
-28.120606,100,207.853418
-23.980175,100,210.723351
-30.786242,100,213.71053
-24.050995,100,224.058244
-29.671762,100,227.133229
-24.494166,100,229.925444
-54.676644,100,232.917879
-28.275014,100,236.004293
-23.302221,100,246.11992
-20.999765,100,249.083167
-21.326081,100,251.946021
-102.925729,100,255.074765
-21.061636,100,258.127831
-33.61629,100,268.284882
-24.604288,100,272.788355
-23.028826,100,276.089517
-30.577574,100,278.929973
-43.333825,100,281.722349
-23.063771,100,284.89628
-24.445228,100,295.138802
-10.708747,63,297.087811
-28.549375,100,300.132045
-21.091072,100,303.201968
-21.853607,100,306.457726
-26.895584,100,316.558852
-29.548423,100,319.528008
-33.986492,100,322.53367
-29.856888,100,325.838497
-22.173366,100,328.909347
-27.02393,100,338.830781
-0.17369,1,338.861232
-42.04414,100,341.665945
-24.871541,100,344.642484
-27.075589,100,347.663023
-29.504705,100,350.433313
-31.541752,100,360.494011
-18.595804,100,363.527726
-19.069478,100,366.730004
-20.393063,100,369.68504
-0.223984,1,369.713247
-24.530106,100,372.522263
-17.493248,100,382.901718
-37.403007,100,386.328416
-28.800134,100,389.381524
-30.062925,100,392.183049
-37.242707,100,395.297536
-37.270927,100,405.477525
-21.130122,100,408.554672
-17.865676,100,411.471022
-0.512837,16,411.957237
-24.219701,100,415.053881
-23.204147,100,418.124832
-24.708195,100,428.165714
-21.130861,100,431.051175
-19.955924,100,434.103619
-21.281456,100,437.274298
-13.650133,59,438.957524
-48.854108,100,441.969495
-20.238742,100,452.642826
-22.787231,100,455.681232
-10.416684,61,457.566354
-62.262579,100,460.432587
-25.565683,100,463.249274
-5.441559,35,464.249902
-23.013112,100,474.379719
-35.788774,100,477.53526
-33.443725,100,480.502259
-23.40642,100,483.499465
-21.263653,100,486.430795
-19.191804,100,496.48134
-32.405012,100,499.697183
-21.932041,100,502.942389
-26.49138,100,506.160598
-25.4211,100,509.303379
-24.228541,100,519.829851
-19.269058,100,522.712375
-22.553322,100,525.680049
-34.116831,100,528.842888
-5.633974,34,529.778616
-33.452175,100,532.619914
-32.861965,100,542.737272
-18.975282,100,545.771331
-18.868891,100,550.130654
-24.207147,100,553.048447
-19.973203,100,556.112497
-17.720479,100,566.660468
-25.703308,100,569.751141
-43.434281,100,572.57747
-28.401932,100,575.612577
-83.609904,100,578.822123
-19.6798,100,588.829879
-27.058574,100,591.636755
-0.230162,1,591.665741
-20.625195,100,594.410264
-18.863529,100,597.592527
-18.148217,100,600.642777
-17.882391,100,610.640573
-26.389082,100,613.344541
-20.463161,100,616.333731
-19.140726,100,619.517373
-20.909208,100,622.322432
-47.025426,100,625.460049
-27.46459,100,635.562904
-23.829242,100,638.67621
-25.371977,100,641.559269
-23.850862,100,644.273213
-19.830787,100,647.199677
-24.11123,100,657.537226
-19.745143,100,660.562367
-70.547183,100,663.298572
-25.424406,100,666.355177
-20.198432,100,669.320609
-44.223449,100,679.472293
-32.174288,100,682.495782
-26.200487,100,685.680579
-19.099737,100,688.782966
-20.313652,100,691.776349
-33.151024,100,701.913571
-38.521168,100,704.588106
-20.16797,100,707.631235
-22.192348,100,711.043248
-21.786668,100,713.808956
-24.231136,100,724.247423
-14.654861,100,727.238366
-35.178517,100,730.449975
-17.630503,100,733.380787
-20.526307,100,736.233381
-21.901393,100,746.451344
-25.312504,100,749.438452
-19.36067,100,752.35108
-35.349837,100,755.149475
-18.254417,100,758.140251
-32.500791,100,768.343648
-21.213626,100,771.342878
-0.189873,1,771.370875
-33.338136,100,774.160486
-20.718016,100,777.14165
-24.426502,100,780.058082
-30.16119,100,789.824285
-21.129218,100,792.841892
-19.249141,100,795.702503
-27.329275,100,798.645404
-26.161265,100,801.733036
-19.245566,100,804.907613
-32.333596,100,814.906305
-30.841434,100,817.459403
-19.285255,100,819.918061
-21.647265,100,823.147301
-18.053396,100,825.720145
-20.341153,100,835.020752
-19.637921,100,837.633442
-22.203887,100,840.498519
-32.949645,100,843.330941
-20.132844,100,846.394369
-20.523729,100,856.611047
-18.642463,100,859.536894
-18.055647,100,862.260765
-20.325108,100,865.193718
-42.560757,100,868.278743
-20.430677,100,878.378278
-18.694979,100,881.130545
-25.223769,100,884.102615
-23.975937,100,887.127273
-27.484859,100,890.020043
-18.315703,100,900.009433
-15.95711,100,902.69467
-15.06138,82,905.029432
-20.950873,100,908.130698
-6.765567,44,909.441131
-17.940913,100,912.201973
-17.952257,100,922.215991
-20.558766,100,925.188589
-19.804128,100,928.191268
-17.170205,100,931.098499
-18.150365,100,933.861702
-51.26955,100,943.804915
-22.603802,100,946.876208
-42.986459,100,949.836616
-59.063447,100,952.532199
-19.968649,100,955.338768
-30.487128,100,965.359129
-0.163474,1,965.391597
-13.912887,89,968.020777
-23.0846,100,970.822028
-17.95458,100,973.476407
-22.710312,100,976.380371
-17.917371,100,986.640069
-19.237603,100,989.651799
-22.613801,100,992.34786
-1.104559,8,992.565625
-23.103163,100,995.356378
-0.426155,6,995.537627
-24.402373,100,998.525439
